ticker,filed,items,open,prior_dollars,d0,pk_d0,d1,pk_d1,d3,pk_d3,d5,pk_d5,d10,pk_d10
SRXH,2026-07-28 09:57:16-04:00,3.02,1.4600000381469727,4599330.606949329,-0.006849308357518069,0.08904109029793172,-0.006849308357518069,0.08904109029793172,-0.006849308357518069,0.08904109029793172,-0.006849308357518069,0.08904109029793172,-0.006849308357518069,0.08904109029793172
SRXH,2026-07-21 16:07:22-04:00,"1.01,9.01",1.8600000143051147,21863450.106215477,0.05913979218231891,0.10752684243884003,-0.0322580975953628,0.10752684243884003,-0.14516127895159403,0.10752684243884003,-0.22043008788608665,0.10752684243884003,-0.22043008788608665,0.10752684243884003
SRXH,2026-07-16 10:42:40-04:00,"3.01,9.01",2.3499999046325684,22590624.054282904,-0.00851063052687262,0.10000006087283109,-0.07659567474185358,0.10000006087283109,-0.1617020814652983,0.10000006087283109,-0.23404254239843414,0.10000006087283109,-0.38297867807342356,0.10000006087283109
SRXH,2026-07-15 15:45:14-04:00,"7.01,9.01",2.25,22590624.054282904,0.07111114925808382,0.10666667090521909,0.03555552164713549,0.14888890584309888,-0.10222223069932723,0.14888890584309888,-0.2000000211927626,0.14888890584309888,-0.35555553436279297,0.14888890584309888
SRXH,2026-07-10 16:50:56-04:00,"7.01,9.01",2.1700000762939453,7330500.129461288,0.2626727710610395,0.29032251330529446,0.06451606523659481,0.3317972365419859,0.11059907884732856,0.3317972365419859,0.0,0.3317972365419859,-0.26728111637023655,0.3317972365419859
STIM,2026-07-20 16:10:04-04:00,"5.02,7.01,9.01",1.9800000190734863,2908477.495443821,-0.05050506205987393,0.022727311040634524,-0.02525256113329255,0.022727311040634524,-0.126262625046329,0.022727311040634524,-0.05555556224519009,0.022727311040634524,-0.08080806317177147,0.022727311040634524
STAG,2026-07-28 16:07:48-04:00,"2.02,9.01",40.099998474121094,73211893.20373535,-0.029675777356374722,0.006234414202318295,-0.029675777356374722,0.006234414202318295,-0.029675777356374722,0.006234414202318295,-0.029675777356374722,0.006234414202318295,-0.029675777356374722,0.006234414202318295
STAG,2026-07-22 16:15:20-04:00,"1.01,2.03,9.01",41.29999923706055,64292137.97607422,-0.019370441933148186,0.0,-0.004600451094887381,0.001937090376091355,-0.014043535764450055,0.001937090376091355,-0.05786923568520974,0.001937090376091355,-0.05786923568520974,0.001937090376091355
STWD,2026-07-10 12:37:34-04:00,"1.01,2.03,9.01",16.649999618530273,71114039.68362808,-0.011411443748392647,0.003003071805090629,-0.0024023428885965314,0.003003071805090629,0.026426459107418143,0.028228302190472565,-0.003002957249614635,0.03243248816212341,-0.004204185971650953,0.03243248816212341
STBA,2026-07-27 16:00:35-04:00,"7.01,9.01",52.38999938964844,14758901.85623169,0.018515007291540098,0.02118726137207938,0.010689089135619723,0.02118726137207938,0.010689089135619723,0.02118726137207938,0.010689089135619723,0.02118726137207938,0.010689089135619723,0.02118726137207938
STBA,2026-07-23 07:20:09-04:00,"2.02,7.01,8.01,9.01",51.31999969482422,13444992.088317871,0.009158246755611943,0.01558844976262197,0.015783347196175246,0.02844893010823424,0.031761517494311775,0.04247857206038996,0.031761517494311775,0.04247857206038996,0.031761517494311775,0.04247857206038996
STC,2026-07-22 16:30:31-04:00,"2.02,9.01",63.959999084472656,12610677.000808716,0.004534098181338875,0.05222020036107211,0.054096296654147835,0.0708254978758529,0.08661665095102022,0.09662289546023595,0.09818634879908017,0.10553471070387599,0.09818634879908017,0.10553471070387599
STC,2026-07-16 19:30:41-04:00,"7.01,9.01",72.44000244140625,12846060.56098938,-0.006074025767215385,0.017807853010093133,-0.03658201872677158,0.017807853010093133,-0.03768640619720831,0.017807853010093133,-0.06929878662720113,0.017807853010093133,-0.03037002351589113,0.017807853010093133
SSTK,2026-07-22 16:45:45-04:00,"5.02,8.01,9.01",6.960000038146973,9075719.967126846,-0.17241376475403358,0.020114923235383886,-0.1982758774248985,0.020114923235383886,-0.1408045996698588,0.020114923235383886,-0.18103451465171227,0.020114923235383886,-0.18103451465171227,0.020114923235383886
SSTK,2026-07-13 17:09:48-04:00,"5.02,7.01,8.01,9.01",7.840000152587891,11198617.052650452,-0.029336736555746867,0.006377514403644646,0.005102035851341613,0.056122394364757966,-0.054846976633520006,0.056122394364757966,-0.07270410211321576,0.056122394364757966,-0.23724491037164586,0.056122394364757966
SSTK,2026-07-09 06:03:55-04:00,1.02,8.6899995803833,10945343.360996246,-0.02301493888637396,0.02761803640753402,-0.050632865550022665,0.02761803640753402,-0.09321052992578571,0.02761803640753402,-0.14729571861667834,0.02761803640753402,-0.3578826014787988,0.02761803640753402
STRL,2026-07-10 16:02:29-04:00,5.02,668.989990234375,515107065.6982422,-0.013378394800639182,0.012197543010813439,0.01588963218879913,0.06080807376733599,-0.0413160361917434,0.06080807376733599,-0.028057250190954397,0.06080807376733599,-0.05136098574438275,0.10309576039264523
STRL,2026-07-08 09:07:06-04:00,"1.01,2.03,7.01,9.01",706.72998046875,547657261.529541,0.0006225891833744335,0.012791362065189382,-0.03458181075776068,0.012791362065189382,-0.03835974997633662,0.012791362065189382,-0.0925105863479121,0.012791362065189382,0.015012871506712377,0.044189495800351475
STLD,2026-07-21 09:42:18-04:00,"2.02,9.01",235.8300018310547,243469043.24569702,0.011915352316397732,0.024254764772468906,0.020099247154141686,0.044947592598164166,0.06123055730521876,0.06364751893437592,0.07000803281451629,0.12602292215222488,0.07000803281451629,0.12602292215222488
SVC,2026-07-06 17:22:01-04:00,"5.03,9.01",8.800000190734863,17137608.640708923,-0.010227289845135212,0.013636350336153846,-0.026136419423354318,0.013636350336153846,0.003409060491018634,0.013636350336153846,-0.029545479914373063,0.025000029802321633,0.004545450112051208,0.025000029802321633
STRS,2026-07-01 16:32:39-04:00,"3.01,8.01,9.01",28.510000228881836,887128.5035133362,-0.032269381582184176,0.010522596795935257,-0.017537705927251457,0.010522596795935257,-0.0385829664201609,0.010522596795935257,-0.08628554795061716,0.010522596795935257,-0.27323749045907564,0.010522596795935257
STX,2026-07-28 16:07:21-04:00,"2.02,7.01,9.01",786.8499755859375,4544179423.007202,-0.028493338763162512,0.03573742897589538,-0.028493338763162512,0.03573742897589538,-0.028493338763162512,0.03573742897589538,-0.028493338763162512,0.03573742897589538,-0.028493338763162512,0.03573742897589538
SUIG,2026-07-09 09:01:18-04:00,"1.01,5.02,8.01,9.01",1.149999976158142,371828.4969449043,0.08695654427396815,0.10434783239671108,0.03478267990573958,0.10434783239671108,0.04347832396711104,0.10434783239671108,-0.01739128812274282,0.10434783239671108,-0.13913040864219683,0.10434783239671108
STXS,2026-07-15 17:37:16-04:00,"8.01,9.01",1.6299999952316284,1073794.0033376217,0.01226992698467555,0.030674817461689097,-0.04907978107323607,0.15337423357751256,-0.0981594890119386,0.15337423357751256,-0.13496934310049902,0.15337423357751256,-0.18404905103920155,0.15337423357751256
STXS,2026-07-09 08:13:39-04:00,"3.02,7.01,8.01,9.01",1.7400000095367432,1073188.0086779594,-0.022988483697581663,0.0057471209243953325,-0.057471277755039685,0.0057471209243953325,-0.06896551960383057,0.0057471209243953325,-0.10919543458568404,0.08045976145262146,-0.25862071564213596,0.08045976145262146
SWBI,2026-07-15 06:50:09-04:00,"7.01,9.01",14.970000267028809,7714948.027563095,0.018704056645068023,0.026052062972063306,-0.00734807003269311,0.026052062972063306,0.01469601265399012,0.026052062972063306,-0.03607214109690893,0.026052062972063306,-0.03139614286206638,0.026052062972063306
SUI,2026-07-27 16:32:29-04:00,"2.02,9.01",123.0,265722808.417511,0.008861758844639134,0.03617883697757884,0.040162621474847615,0.04170735677083326,0.040162621474847615,0.04170735677083326,0.040162621474847615,0.04170735677083326,0.040162621474847615,0.04170735677083326
SUPN,2026-07-22 17:07:10-04:00,"2.02,9.01",46.40999984741211,28975654.161834717,0.016806696441744817,0.02434822391360658,-0.004524867165763724,0.02434822391360658,0.02844213960707065,0.04395606382750494,0.003447529582808917,0.04395606382750494,0.003447529582808917,0.04395606382750494
SVCO,2026-07-06 17:29:24-04:00,"8.01,9.01",10.859999656677246,7217033.437871933,-0.0828728956705731,0.007826891421189863,0.010128969965844226,0.02117868353423291,0.0,0.07688766708510664,-0.05893180569807255,0.07688766708510664,-0.1878453062932408,0.07688766708510664
SXI,2026-07-02 17:14:00-04:00,"1.01,1.02,2.01,7.01,9.01",328.9700012207031,91251862.9486084,-0.027935685343055794,0.02580779464045757,-0.056023323121845214,0.02580779464045757,-0.058789543928400856,0.02580779464045757,-0.06514269567517206,0.02580779464045757,-0.08800198224642664,0.02580779464045757
TCBI,2026-07-22 16:07:20-04:00,"2.02,9.01",98.58000183105469,48479348.92959595,0.0009129269245182758,0.022012559633182383,0.006796491747824707,0.022012559633182383,0.001318698021945286,0.022012559633182383,-0.0016230843897080405,0.022012559633182383,-0.0016230843897080405,0.022012559633182383
SWKS,2026-07-28 16:04:34-04:00,"2.02,8.01,9.01",58.59000015258789,331252862.9119873,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389
SWKS,2026-07-28 16:03:36-04:00,"8.01,9.01",58.59000015258789,331252862.9119873,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389,0.04437614724952765,0.0937020253314389
TCMD,2026-07-13 09:23:16-04:00,"7.01,8.01,9.01",29.0,6955176.516246796,-0.047586177957469,0.013793090294147436,-0.013793090294147325,0.013793090294147436,-0.0089655251338564,0.0431034482758621,-0.019655161890490325,0.0431034482758621,-0.04344828375454601,0.0431034482758621
TEX,2026-07-21 10:09:14-04:00,"8.01,9.01",64.80000305175781,69949119.02160645,0.03503081074322312,0.04336415781260561,0.05740730580424991,0.07037032938025534,0.0657406528736324,0.1033950097639762,-0.003703788300324029,0.1033950097639762,-0.003703788300324029,0.1033950097639762
TENX,2026-07-02 08:00:40-04:00,"8.01,9.01",15.470000267028809,10993487.968444824,0.05106657713101348,0.07369103578830805,0.12346469688229877,0.13833227578436014,0.18422749700073449,0.2540400312647355,0.032966985546502015,0.2540400312647355,0.013574662865038611,0.2540400312647355
TDY,2026-07-22 07:21:21-04:00,"2.02,9.01",650.8200073242188,218753966.7175293,0.0006145529860870358,0.02880980883960338,0.006960401049044718,0.02880980883960338,-0.0017670391216009218,0.02880980883960338,-0.029916154265647643,0.02880980883960338,-0.029916154265647643,0.02880980883960338
TFSL,2026-07-07 12:15:58-04:00,8.01,17.809999465942383,15468994.06785965,-0.025828135781379546,0.0,-0.012914067890689718,0.0016844855443638451,-0.008422213533308298,0.0016844855443638451,0.0028074759072731492,0.008422213533308298,0.0258282428756349,0.04042679631068857
SXT,2026-07-24 07:10:26-04:00,"2.02,7.01,9.01",129.6999969482422,59019825.831604004,-0.036777153086363645,0.010331506317809325,-0.03955279394081357,0.010331506317809325,-0.05474170116560917,0.010331506317809325,-0.05474170116560917,0.010331506317809325,-0.05474170116560917,0.010331506317809325
TALO,2026-07-27 16:30:09-04:00,"1.01,2.03,7.01,9.01",14.270000457763672,28052721.379327774,-0.042046276259458226,0.008409241885748875,-0.001401573729648331,0.008409241885748875,-0.001401573729648331,0.008409241885748875,-0.001401573729648331,0.008409241885748875,-0.001401573729648331,0.008409241885748875
TALO,2026-07-13 17:15:07-04:00,"1.01,2.03,8.01,9.01",14.369999885559082,22388560.339069366,-0.014613781476644938,0.01600560179139454,-0.027139898846810673,0.01600560179139454,0.03827419590222658,0.0417536803234555,0.027835809004185474,0.0417536803234555,-0.04871258280026791,0.10299238049388926
