ticker,p_pre,p_first,gap,gap_min,up10_hit,up10_min,up10_gap_share,up10_in_gap,dn10_hit,dn10_min,up20_hit,up20_min,up20_gap_share,up20_in_gap,dn20_hit,dn20_min,up50_hit,up50_min,up50_gap_share,up50_in_gap,dn50_hit,dn50_min
ARQT,27.795000076293945,27.989999771118164,0.007015639298038057,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.040000915527344,17.045000076293945,0.00029337796349793166,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.575000762939453,17.575000762939453,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,16.510000228881836,16.510000228881836,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.315000534057617,17.31999969482422,0.00028871848757772156,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.09,17.174999237060547,0.004973624169721802,123.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.09,17.174999237060547,0.004973624169721802,926.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.09,17.174999237060547,0.004973624169721802,256.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.05,17.059999465942383,0.0005864789409022464,124.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,17.084999084472656,17.084999084472656,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARR,16.860000610351562,16.854999542236328,-0.000296623246393235,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARRY,6.005000114440918,6.014999866485596,0.0016652376110084521,0.0,False,,,False,True,5550.0,False,,,False,True,13061.0,False,,,False,False,
ARTL,1.024999976158142,1.0199999809265137,-0.004878044241882984,0.0,True,1489.0,-0.04878044241882984,False,True,21649.0,True,2553.0,-0.02439022120941492,False,True,22938.0,False,,,False,False,
ARTL,1.0699000358581543,1.0499999523162842,-0.018599946607075757,0.0,False,,,False,True,5953.0,False,,,False,True,7058.0,False,,,False,False,
ARTL,1.0399999618530273,1.0428999662399292,0.0027884658589167888,0.0,True,6129.0,0.027884658589167888,False,True,26288.0,False,,,False,True,27504.0,False,,,False,False,
ARTL,1.073699951171875,1.0800000429153442,0.005867646484097433,834.0,False,,,False,True,8391.0,False,,,False,True,9496.0,False,,,False,False,
ARTL,1.125,1.101099967956543,-0.02124447292751741,978.0,False,,,False,True,9617.0,False,,,False,True,11438.0,False,,,False,False,
ARTL,1.0800000429153442,1.0800000429153442,0.0,0.0,True,7159.0,0.0,False,True,26234.0,False,,,False,True,27339.0,False,,,False,False,
ARTL,1.1698999404907227,1.1699999570846558,8.549157963977372e-05,963.0,False,,,False,True,11049.0,False,,,False,True,20063.0,False,,,False,False,
ARTL,1.0494999885559082,1.041200041770935,-0.007908477251527879,0.0,True,7271.0,-0.07908477251527879,False,True,27428.0,False,,,False,True,28643.0,False,,,False,False,
ARTL,1.1176999807357788,1.1100000143051147,-0.006889117440616932,0.0,True,6851.0,-0.06889117440616932,False,True,24128.0,False,,,False,True,25949.0,False,,,False,False,
ARTV,9.569999694824219,9.600000381469727,0.0031348680880034507,0.0,True,24347.0,0.03134868088003451,False,False,,False,,,False,False,,False,,,False,False,
ARTV,9.329999923706055,9.329999923706055,0.0,0.0,True,20253.0,0.0,False,False,,True,22770.0,0.0,False,False,,False,,,False,False,
ARTV,9.149999618530273,9.149999618530273,0.0,0.0,True,10315.0,0.0,False,False,,True,20128.0,0.0,False,False,,False,,,False,False,
ARTV,9.149999618530273,9.145000457763672,-0.0005463563907125435,0.0,True,1413.0,-0.005463563907125435,False,False,,True,11226.0,-0.0027317819535627175,False,False,,False,,,False,False,
ARTV,10.350000381469727,10.364999771118164,0.001449216337739756,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ARTV,8.875,8.875,0.0,0.0,True,2720.0,0.0,False,False,,True,15680.0,0.0,False,False,,False,,,False,False,
ARTV,10.489999771118164,10.479999542236328,-0.0009533106863709451,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.969999313354492,30.989999771118164,0.0006458010399452707,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.77,30.760000228881836,-0.0003249844367293475,150.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.139999389648438,30.15999984741211,0.0006635852079857063,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,31.150100708007812,31.15999984741211,0.00031778835956552953,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.399999618530273,30.43000030517578,0.0009868647046700207,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.8799991607666,30.899999618530273,0.0006476832353377038,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.559999465942383,30.549999237060547,-0.0003272326261974934,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.584999084472656,30.584999084472656,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASB,30.649999618530273,30.649999618530273,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASBP,6.105899810791016,6.110899925231934,0.0008188988676298692,0.0,True,15744.0,0.008188988676298692,False,True,27299.0,True,15791.0,0.004094494338149346,False,True,27300.0,False,,,False,False,
ASH,66.47000122070312,66.56500244140625,0.0014292345262292283,0.0,True,8255.0,0.014292345262292283,False,False,,False,,,False,False,,False,,,False,False,
ASH,66.02999877929688,66.26000213623047,0.003483316086410504,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASH,66.55000305175781,66.55000305175781,0.0,0.0,True,21490.0,0.0,False,False,,False,,,False,False,,False,,,False,False,
ASH,68.19999694824219,68.13999938964844,-0.0008797296375142594,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASIC,24.11199951171875,24.100000381469727,-0.0004976414437629639,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ASIC,22.59000015258789,22.559999465942383,-0.0013280516353635363,0.0,True,14119.0,-0.013280516353635363,False,False,,False,,,False,False,,False,,,False,False,
ASPI,5.15500020980835,5.15500020980835,0.0,0.0,False,,,False,True,5815.0,False,,,False,True,9901.0,False,,,False,False,
ASPI,4.695000171661377,4.690400123596191,-0.00097977590990328,0.0,False,,,False,True,2656.0,False,,,False,True,4096.0,False,,,False,False,
ASPI,4.021399974822998,4.034999847412109,0.003381875136583501,0.0,False,,,False,True,8732.0,False,,,False,False,,False,,,False,False,
ASPI,4.760000228881836,4.755000114440918,-0.0010504441597668501,0.0,False,,,False,True,2525.0,False,,,False,True,3965.0,False,,,False,False,
ASPI,4.579999923706055,4.880000114440918,0.06550222614242074,872.0,False,,,False,True,3753.0,False,,,False,True,5201.0,False,,,False,False,
ASPI,5.014999866485596,4.989999771118164,-0.004985064014558227,64.0,False,,,False,True,4384.0,False,,,False,True,4386.0,False,,,False,False,
ASPI,5.525000095367432,5.425000190734863,-0.018099529937821268,845.0,False,,,False,True,2285.0,False,,,False,True,13805.0,False,,,False,False,
ASPI,4.75,4.75,0.0,0.0,False,,,False,True,2750.0,False,,,False,True,4190.0,False,,,False,False,
ASPI,5.159999847412109,5.179999828338623,0.003875965410453208,0.0,False,,,False,True,4485.0,False,,,False,True,8571.0,False,,,False,False,
ASPI,4.934999942779541,5.099999904632568,0.033434643113712914,4.0,True,1446.0,0.33434643113712914,False,True,10084.0,False,,,False,True,10446.0,False,,,False,False,
ASTC,9.180000305175781,9.180000305175781,0.0,3916.0,False,,,False,True,6867.0,False,,,False,True,8284.0,False,,,False,False,
ASTC,7.809999942779541,7.769999980926514,-0.005121634077604353,0.0,True,11323.0,-0.051216340776043534,False,True,12804.0,False,,,False,True,18798.0,False,,,False,False,
ASTC,9.180000305175781,9.180000305175781,0.0,115.0,False,,,False,True,3066.0,False,,,False,True,4483.0,False,,,False,False,
ASTC,7.570000171661377,7.460000038146973,-0.014531060900922377,0.0,True,10055.0,-0.14531060900922377,False,True,17377.0,False,,,False,True,18787.0,False,,,False,False,
ASTC,7.460000038146973,7.519999980926514,0.008042887730928872,0.0,True,10050.0,0.08042887730928872,False,True,17373.0,False,,,False,False,,False,,,False,False,
ASTC,8.545000076293945,8.529999732971191,-0.001755452684473191,0.0,False,,,False,True,2716.0,False,,,False,True,21360.0,False,,,False,False,
ASTC,9.180000305175781,9.180000305175781,0.0,15.0,False,,,False,True,2966.0,False,,,False,True,4383.0,False,,,False,False,
ASTC,7.679999828338623,7.820000171661377,0.018229211777604837,3920.0,True,8246.0,0.18229211777604837,False,True,14137.0,False,,,False,True,16977.0,False,,,False,False,
ASTC,9.180000305175781,9.180000305175781,0.0,99.0,False,,,False,True,3050.0,False,,,False,True,4467.0,False,,,False,False,
ASTC,8.859999656677246,8.880000114440918,0.0022573880969170013,0.0,False,,,False,True,1138.0,False,,,False,True,14059.0,False,,,False,False,
ASTC,9.5,9.4350004196167,-0.006842061092979024,0.0,False,,,False,True,8649.0,False,,,False,True,12781.0,False,,,False,False,
ASTH,49.529998779296875,49.630001068115234,0.0020190246574396387,0.0,False,,,False,True,21244.0,False,,,False,True,29939.0,False,,,False,False,
ATER,0.9501000046730042,0.9584000110626221,0.008735929216708627,0.0,False,,,False,True,126.0,False,,,False,True,158.0,False,,,False,True,2764.0
ATER,0.6378999948501587,0.6420000195503235,0.006427378481368207,895.0,False,,,False,True,1101.0,False,,,False,True,2335.0,False,,,False,False,
ATER,1.2100000381469727,1.2132999897003174,0.002727232602734775,0.0,True,4205.0,0.02727232602734775,False,True,9969.0,False,,,False,True,11417.0,False,,,False,True,11717.0
ATER,0.364300012588501,0.36480000615119934,0.0013724774785093263,0.0,True,1266.0,0.013724774785093263,False,False,,True,1277.0,0.006862387392546632,False,False,,False,,,False,False,
ATER,0.7001000046730042,0.7001000046730042,0.0,0.0,False,,,False,True,41.0,False,,,False,True,1358.0,False,,,False,False,
ATER,0.5950000286102295,0.6039999723434448,0.015125955126820578,0.0,False,,,False,True,1334.0,False,,,False,True,1334.0,False,,,False,False,
ATII,10.850000381469727,10.84000015258789,-0.000921680048870277,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ATII,10.75,10.75,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ATII,10.8774995803833,10.875,-0.00022979365476683,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ATLO,30.350000381469727,30.290000915527344,-0.001976918128113625,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
ATRC,32.810001373291016,32.65999984741211,-0.004571823212449311,1046.0,True,12607.0,-0.04571823212449311,False,False,,False,,,False,False,,False,,,False,False,
ATRC,33.54999923706055,33.54999923706055,0.0,0.0,True,24338.0,0.0,False,False,,False,,,False,False,,False,,,False,False,
ATRC,33.85499954223633,33.900001525878906,0.0013292566607905343,0.0,True,24560.0,0.013292566607905343,False,False,,False,,,False,False,,False,,,False,False,
ATRC,34.15999984741211,34.150001525878906,-0.0002926909127008992,0.0,True,25562.0,-0.002926909127008992,False,False,,False,,,False,False,,False,,,False,False,
ATRC,35.1349983215332,35.15999984741211,0.000711584661257314,0.0,True,15657.0,0.00711584661257314,False,False,,False,,,False,False,,False,,,False,False,
ATRC,33.69499969482422,33.66999816894531,-0.0007419951359354249,0.0,True,7068.0,-0.007419951359354249,False,False,,True,10167.0,-0.0037099756796771244,False,False,,False,,,False,False,
AUB,42.380001068115234,42.36000061035156,-0.00047193150683333407,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,40.619998931884766,40.630001068115234,0.0002462367428230916,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.72999954223633,41.709999084472656,-0.0004792824822207331,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,40.654998779296875,40.654998779296875,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.505001068115234,42.5099983215332,0.00011756859880929227,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.29999923706055,42.33000183105469,0.0007092811946873834,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.91999816894531,41.90999984741211,-0.00023850958897730923,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.875,41.880001068115234,0.00011942849230406338,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.9900016784668,42.060001373291016,0.0016670562521106103,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.43000030517578,42.439998626708984,0.00023564274007292774,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,43.275001525878906,43.275001525878906,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.0099983215332,42.01499938964844,0.00011904471114121407,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,40.435001373291016,40.470001220703125,0.0008655829411008398,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.744998931884766,41.7400016784668,-0.00011970903211955264,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,41.959999084472656,41.95000076293945,-0.00023828221523725102,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.459999084472656,42.470001220703125,0.0002355660962349848,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,40.52000045776367,40.560001373291016,0.0009871894144977134,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,43.15999984741211,43.17499923706055,0.0003475298818689243,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,43.27000045776367,43.26499938964844,-0.00011557818493934668,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.375,42.36000061035156,-0.0003539678973082383,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.650001525878906,42.650001525878906,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUB,42.165000915527344,42.13999938964844,-0.00059294498603224,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AUID,0.873199999332428,0.873199999332428,0.0,0.0,False,,,False,True,1465.0,False,,,False,True,8824.0,False,,,False,False,
AUID,0.8798999786376953,0.8895999789237976,0.011023980590521676,0.0,False,,,False,True,4365.0,False,,,False,True,16029.0,False,,,False,False,
AUID,0.9009000062942505,0.9200000166893005,0.021201032591414704,71.0,False,,,False,True,253.0,False,,,False,True,11910.0,False,,,False,False,
AURA,6.985000133514404,6.989999771118164,0.0007157677177085375,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AURA,6.869999885559082,6.869999885559082,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AURA,7.135000228881836,7.119999885559082,-0.002102360594472552,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AURA,6.974999904632568,6.985000133514404,0.001433724590475416,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVBH,32.400001525878906,32.42499923706055,0.0007715342593941354,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVBH,32.650001525878906,32.564998626708984,-0.00260345773958226,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,383.71,379.1700134277344,-0.011831817185545379,159.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,391.1700134277344,391.239990234375,0.000178891030085504,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,383.71,379.1700134277344,-0.011831817185545379,976.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,377.6499938964844,377.69000244140625,0.00010594080648340665,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,384.0299987792969,395.6050109863281,0.03014090629332178,920.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,378.26,390.5834045410156,0.032579190347950204,31.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVGO,393.405,386.32501220703125,-0.017996689907267882,202.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVNS,24.985000610351562,24.985000610351562,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVNS,24.989999771118164,25.0,0.0004001692266277779,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVNS,24.96,24.969999313354492,0.00040061351580500393,1001.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVNS,24.93,24.950000762939453,0.000802276892878151,21.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVNS,24.985000610351562,24.985000610351562,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVO,12.949999809265137,12.970000267028809,0.0015444369156949467,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVO,13.364999771118164,13.364999771118164,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVO,13.539999961853027,13.53499984741211,-0.00036928467171382096,0.0,False,,,False,True,8535.0,False,,,False,False,,False,,,False,False,
AVO,13.595000267028809,13.600000381469727,0.0003677906835386491,0.0,False,,,False,True,9943.0,False,,,False,False,,False,,,False,False,
AVO,13.15999984741211,13.140000343322754,-0.0015197191733469229,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVT,85.9000015258789,85.87999725341797,-0.00023287860425602602,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVTR,10.510000228881836,10.515000343322754,0.00047574827136331876,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AVTR,10.984999656677246,10.989999771118164,0.0004551765677915931,0.0,True,8394.0,0.004551765677915931,False,False,,True,9832.0,0.0022758828389579655,False,False,,False,,,False,False,
AVXL,2.494999885559082,2.494999885559082,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AWI,155.77999877929688,155.92999267578125,0.0009628572195385932,0.0,True,19790.0,0.009628572195385932,False,False,,True,19802.0,0.004814286097692966,False,False,,False,,,False,False,
AWI,153.24000549316406,153.22000122070312,-0.00013054210221774554,0.0,True,11194.0,-0.0013054210221774554,False,False,,True,11205.0,-0.0006527105110887277,False,False,,False,,,False,False,
AWI,151.93,153.17999267578125,0.008227424970586705,140.0,True,27500.0,0.08227424970586705,False,False,,True,27511.0,0.041137124852933526,False,False,,False,,,False,False,
AWK,132.13999938964844,132.10000610351562,-0.00030265844042332013,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AWK,131.5,131.60000610351562,0.0007605026883317212,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AX,96.77999877929688,96.79000091552734,0.00010334920806598369,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXON,536.9199829101562,536.1199951171875,-0.001489957197407188,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXON,491.8999938964844,501.75,0.020024407858782123,859.0,True,6728.0,0.20024407858782123,False,False,,False,,,False,False,,False,,,False,False,
AXON,541.2630004882812,545.3099975585938,0.007476951254125286,116.0,False,,,False,True,10308.0,False,,,False,False,,False,,,False,False,
AXON,526.6300048828125,526.8699951171875,0.00045570938258343574,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXON,529.0700073242188,530.25,0.002230314815517609,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXON,524.5700073242188,526.25,0.003202609093780895,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXON,495.6000061035156,494.69500732421875,-0.0018260669252450068,0.0,True,5797.0,-0.018260669252450068,False,False,,False,,,False,False,,False,,,False,False,
AXON,511.17,511.4599914550781,0.0005673092221336606,972.0,True,11070.0,0.005673092221336606,False,False,,False,,,False,False,,False,,,False,False,
AXS,114.01000213623047,113.98500061035156,-0.0002192923902328836,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXS,113.93000030517578,113.98500061035156,0.0004827552446982075,0.0,False,,,False,True,8436.0,False,,,False,False,,False,,,False,False,
AXS,112.85,113.95999908447266,0.009836057460989478,20.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXSM,248.47000122070312,248.47000122070312,0.0,0.0,False,,,False,True,17289.0,False,,,False,False,,False,,,False,False,
AXSM,222.91000366210938,223.14500427246094,0.001054239856851824,0.0,True,9719.0,0.01054239856851824,False,False,,False,,,False,False,,False,,,False,False,
AXTA,32.83000183105469,32.845001220703125,0.00045688056082426876,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,32.560001373291016,32.560001373291016,0.0,0.0,True,9969.0,0.0,False,False,,False,,,False,False,,False,,,False,False,
AXTA,33.27000045776367,33.310001373291016,0.0012023118418085232,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,34.790000915527344,34.79999923706055,0.0002873906659985881,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,32.17499923706055,32.189998626708984,0.00046618150750910026,0.0,True,19780.0,0.004661815075091003,False,False,,False,,,False,False,,False,,,False,False,
AXTA,34.6150016784668,34.619998931884766,0.00014436669581541217,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,34.665000915527344,34.65999984741211,-0.00014426851242321792,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,35.0099983215332,35.01100158691406,2.8656538959115352e-05,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTA,33.15999984741211,33.15599822998047,-0.00012067603890397738,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AXTI,55.68000030517578,55.790000915527344,0.001975585663589463,0.0,False,,,False,True,4127.0,False,,,False,True,8511.0,False,,,False,False,
AXTI,63.8797,61.29999923706055,-0.04038373321946487,7.0,False,,,False,True,1562.0,False,,,False,True,8672.0,False,,,False,False,
AXTI,42.83000183105469,44.43989944458008,0.037588081828147546,871.0,False,,,False,True,1016.0,False,,,False,False,,False,,,False,False,
AXTI,45.880001068115234,46.959999084472656,0.023539624917488844,3719.0,True,3733.0,0.23539624917488844,False,False,,True,5261.0,0.11769812458744422,False,False,,False,,,False,False,
AXTI,45.58000183105469,44.040000915527344,-0.03378676730280661,987.0,True,5320.0,-0.3378676730280661,False,False,,True,6842.0,-0.16893383651403304,False,False,,False,,,False,False,
AZIO,2.0,2.015000104904175,0.007500052452087402,0.0,False,,,False,True,1520.0,False,,,False,True,18707.0,False,,,False,False,
AZIO,1.9509999752044678,1.9700000286102295,0.009738623089305953,0.0,False,,,False,True,2868.0,False,,,False,True,18748.0,False,,,False,False,
AZIO,1.7800999879837036,1.809999942779541,0.016796783887238043,4.0,False,,,False,True,4312.0,False,,,False,False,,False,,,False,False,
AZIO,1.7450000047683716,1.725000023841858,-0.011461307089892236,328.0,False,,,False,True,11888.0,False,,,False,False,,False,,,False,False,
AZIO,2.0348000526428223,2.0199999809265137,-0.007273477164051578,0.0,False,,,False,True,1220.0,False,,,False,True,11277.0,False,,,False,False,
AZIO,1.8250000476837158,1.8200000524520874,-0.0027397233430072054,0.0,True,1237.0,-0.027397233430072054,False,True,12787.0,False,,,False,False,,False,,,False,False,
AZIO,1.7556999921798706,1.7582000494003296,0.0014239660714214786,0.0,False,,,False,True,9736.0,False,,,False,False,,False,,,False,False,
AZIO,1.780400037765503,1.767899990081787,-0.00702092081474226,0.0,True,1212.0,-0.0702092081474226,False,True,14202.0,False,,,False,False,,False,,,False,False,
AZIO,1.9700000286102295,1.965000033378601,-0.002538068608636368,0.0,False,,,False,True,2685.0,False,,,False,True,18565.0,False,,,False,False,
AZIO,1.875,1.8650000095367432,-0.005333328247070335,0.0,False,,,False,True,12778.0,False,,,False,False,,False,,,False,False,
AZTA,26.56999969482422,26.579999923706055,0.0003763729392809445,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,149.7899932861328,149.85000610351562,0.0004006463720722664,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,150.52999877929688,150.43499755859375,-0.0006311115490169605,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,147.28250122070312,147.2949981689453,8.485019020332274e-05,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,151.73500061035156,151.33999633789062,-0.00260325087074198,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,149.82000732421875,149.96499633789062,0.0009677546828448236,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,150.42,150.97000122070312,0.003656436781698913,288.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,150.42,150.97000122070312,0.003656436781698913,265.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,151.92999267578125,151.9600067138672,0.0001975517641865654,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,150.35000610351562,150.0800018310547,-0.0017958381210509966,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
AZZ,146.30999755859375,146.30999755859375,0.0,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BAER,1.875,1.8799999952316284,0.002666664123535112,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BAH,64.66500091552734,64.69999694824219,0.0005411897041578406,0.0,True,5652.0,0.005411897041578406,False,False,,False,,,False,False,,False,,,False,False,
BAH,62.76,64.01000213623047,0.019917178716228,3750.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BAH,63.31,63.45000076293945,0.002211353071227995,296.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BAH,63.994998931884766,63.97999954223633,-0.00023438377840123703,0.0,True,4217.0,-0.0023438377840123703,False,False,,False,,,False,False,,False,,,False,False,
BAH,63.27000045776367,63.279998779296875,0.00015802625985239516,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BAH,66.54000091552734,66.59500122070312,0.000826575058897383,0.0,True,10035.0,0.00826575058897383,False,False,,False,,,False,False,,False,,,False,False,
BANF,115.16000366210938,115.31500244140625,0.0013459428131981088,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BANF,114.12999725341797,114.18000030517578,0.00043812365689266386,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BANF,114.61000061035156,114.91999816894531,0.0027048037426304905,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BANR,70.30000305175781,70.30999755859375,0.00014216936560562665,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BANR,72.23999786376953,72.29000091552734,0.0006921795852223855,0.0,False,,,False,False,,False,,,False,False,,False,,,False,False,
BARK,9.4399995803833,9.430000305175781,-0.0010592453021183168,0.0,False,,,False,True,4064.0,False,,,False,False,,False,,,False,False,
BARK,9.4399995803833,9.354999542236328,-0.009004241729375306,0.0,False,,,False,True,18758.0,False,,,False,False,,False,,,False,False,
BARK,9.420000076293945,9.494999885559082,0.007961763127144694,0.0,False,,,False,True,18533.0,False,,,False,False,,False,,,False,False,
BARK,9.649999618530273,9.609999656677246,-0.004145073931010157,0.0,False,,,False,True,18372.0,False,,,False,False,,False,,,False,False,
BATL,1.589900016784668,1.590000033378601,6.290747397774687e-05,0.0,True,6868.0,0.0006290747397774687,False,True,1092.0,True,6977.0,0.0003145373698887344,False,False,,False,,,False,False,
BATL,1.49,1.440000057220459,-0.03355700857687316,126.0,True,4446.0,-0.3355700857687316,False,False,,True,4482.0,-0.1677850428843658,False,False,,False,,,False,False,
BATL,1.3099000453948975,1.3099000453948975,0.0,0.0,True,1289.0,0.0,False,False,,False,,,False,False,,False,,,False,False,
BATL,1.5511,1.7200000286102295,0.1088904832765325,314.0,True,314.0,1.088904832765325,True,False,,True,438.0,0.5444524163826625,False,False,,False,,,False,False,
BAX,22.08989906311035,22.099899291992188,0.0004527059563859126,0.0,True,9835.0,0.004527059563859126,False,False,,True,12712.0,0.002263529781929563,False,False,,False,,,False,False,
BBBY,5.329999923706055,5.335000038146973,0.0009381077884595967,0.0,False,,,False,True,14405.0,False,,,False,False,,False,,,False,False,
