ticker,et,items,p_pre,entry,baseline_usd_per_min,gate_usd,rvol,entry_lag_min,moved_at_entry,r15m,r60m,r1d,r5d,fwd_up,fwd_dn
AHR,2026-07-22 16:16:45-04:00,"5.02,7.01,9.01",57.08,57.349998474121094,136859.89240455627,0.0,0.0,1033.25,0.004730176491259508,-0.00278988407444003,-0.0015693139491277375,-0.01691366172500941,0.005056685671198435,0.023539709236915618,-0.02247598403560791
AHT,2026-07-07 18:43:14-04:00,"2.01,9.01",3.140000104904175,3.109999895095825,1998.3550577163696,923.6699688434601,0.15407171434606298,928.7666666666667,-0.00955420662613804,0.01926046540688131,0.028938956792189163,0.04180068129452863,0.04180068129452863,0.04823154354569836,-0.006430862251169733
AIM,2026-07-16 16:05:43-04:00,5.07,0.273,0.26649999618530273,147.13139748573303,0.0,0.0,1044.2833333333333,-0.02380953778277395,-0.007883692884659066,-0.052532828404823095,-0.08968106034987144,-0.0863039483548671,0.007879890712142457,-0.10844276880465065
AIOT,2026-07-21 16:39:59-04:00,"5.02,8.01,9.01",4.17,4.150000095367432,6689.830030202866,0.0,0.0,1010.0166666666667,-0.004796140199656684,-0.02048193643220797,-0.026506055659419214,-0.0771084733271662,-0.02048193643220797,-0.007228966052757024,-0.10361447153632675
AIR,2026-07-24 06:01:20-04:00,"5.02,9.01",129.47,130.3699951171875,113237.31642913818,0.0,0.0,208.66666666666666,0.006951379602900376,0.002147724091307923,-0.013039786852136359,0.033251567663023396,0.04928283571678049,0.08276450831514492,-0.022551161479825166
AIR,2026-07-21 16:36:54-04:00,"2.02,9.01",142.954,134.0,106243.15048217773,0.0,0.0,1013.1,-0.06263553310855241,-0.061119421204524294,-0.0417163905812733,-0.04582089096752562,0.020858195290636594,0.05343286315007001,-0.07671640880072295
AIRI,2026-07-09 16:45:15-04:00,"1.01,7.01,9.01",2.9326000213623047,2.940000057220459,1803.4300167560577,0.0,0.0,1004.75,0.0025233703213016767,-0.010204071702683226,-0.09523808365313047,-0.09867350068370984,-0.06802722577930842,0.006802714468455484,-0.11564630815325028
AITX,2026-07-27 06:02:04-04:00,"8.01,9.01",0.0071000000461936,0.007499999832361937,164.09940230473876,532.0811034617946,1.0808105656060423,207.93333333333334,0.05633799768533554,-0.026666621963182036,-0.13333329608042954,-0.1733332911133757,-0.1733332911133757,0.0,-0.1733332911133757
AITX,2026-07-20 06:01:41-04:00,"8.01,9.01",0.008200000040233135,0.008700000122189522,130.49999438226223,421.92390592582524,1.0777111726404125,208.31666666666666,0.060975619451603125,0.011494233186469804,-0.09195407958889923,-0.28735631138031215,-0.28735631138031215,0.03448269955940941,-0.28735631138031215
AITX,2026-07-17 06:02:02-04:00,"8.01,9.01",0.008500000461935997,0.00860000029206276,141.78059778548777,0.0,0.0,209.96666666666667,0.011764685257909413,-0.058139542439068714,0.03488366048744984,-0.27906977121953436,-0.27906977121953436,0.04651154731659979,-0.27906977121953436
AITX,2026-07-16 18:20:55-04:00,"5.03,8.01,9.01",0.008500000461935997,0.00860000029206276,141.78059778548777,0.0,0.0,911.0833333333334,0.011764685257909413,-0.058139542439068714,0.03488366048744984,-0.27906977121953436,-0.27906977121953436,0.04651154731659979,-0.27906977121953436
AITX,2026-07-16 06:01:27-04:00,"8.01,9.01",0.00860000029206276,0.008700000122189522,156.70399755239487,0.0,0.0,208.55,0.011627886829149947,0.03448269955940941,0.011494233186469804,-0.28735631138031215,-0.28735631138031215,0.057471272980919474,-0.28735631138031215
AITX,2026-07-15 06:01:39-04:00,"2.02,8.01,9.01",0.00800000037997961,0.007699999958276749,174.53549641370773,52.45239971578121,0.10017522852285858,218.35,-0.037500050931700835,0.12987015186121798,0.18181823679590203,-0.18181817632040975,-0.19480516731633468,0.2207792097836767,-0.19480516731633468
AITX,2026-07-07 06:01:24-04:00,"8.01,9.01",0.009999999776482582,0.010499999858438969,225.23999496549368,93.4184987405315,0.13825031200585702,208.6,0.05000000931322601,-0.05714284954022375,-0.17142854862067136,-0.304761878997425,-0.4095237846040668,-0.00952379347380572,-0.4095237846040668
AKR,2026-07-28 16:21:28-04:00,"2.02,9.01",22.14,22.979999542236328,26587.769241333008,0.0,0.0,1028.5333333333333,0.037940358727928114,-0.020234993988282657,0.00043517097828726925,-0.017841595107891406,-0.033072247346436434,0.0021758548914363463,-0.03611836119406997
ALB,2026-07-23 16:22:25-04:00,"5.02,7.01,9.01",116.91,116.62000274658203,286990.80181884766,0.0,0.0,1027.5833333333333,-0.0024805170936443854,-0.0020580130981955325,0.0016291785931834557,-0.017406985926704754,-0.023495135328851946,0.025553041136644916,-0.043474529029479125
ALCO,2026-07-17 17:00:15-04:00,5.02,41.060001373291016,40.720001220703125,28132.549739837646,65437.04196166992,0.7753419978733331,3938.75,-0.00828056846605607,0.007612906417010068,-0.024557956041798334,-0.07318269776281872,-0.07318269776281872,0.010068758229890618,-0.07809430770741199
ALDX,2026-07-15 16:46:28-04:00,8.01,1.934999942779541,1.850000023841858,3405.1500153541565,0.0,0.0,1003.5333333333333,-0.04392760798513751,-0.09459463203797946,-0.0675675666967912,-0.09189193194760592,-0.154054034026197,0.0378378012652294,-0.2027027000903735
ALEC,2026-07-08 16:05:33-04:00,1.02,1.8309999704360962,1.840000033378601,1751.039960861206,0.0,0.0,1044.45,0.004915381260416574,-0.010869554654186486,-0.0951087327994442,-0.14673911740683,-0.1793478461570457,0.010869554654186597,-0.25543479352400733
