accession,ticker,items,et,chars,event_category,is_binding,transaction_value_usd,value_confidence,has_toxic_financing,toxic_signals,revenue,market_cap,shock,key,up20,dn20,fwd_up,fwd_dn,neg,lng
0000825313-26-000045,AB,"2.02,9.01",2026-07-28 10:23:31+00:00,3367,ADMINISTRATIVE,False,,NONE,False,,,3566025381.729786,,AB|2026-07-28 10:23:00+00:00,False,False,0.014380850239655407,-0.022370177620638643,False,False
0000950103-26-010155,AA,"1.01,8.01,9.01",2026-07-02 20:17:43+00:00,21861,DILUTION_OFFERING,False,1000000000.0,HIGH,False,,12831000000.0,6002680424.637268,0.0779362481490141,AA|2026-07-02 20:17:00+00:00,False,False,0.023465666959948006,-0.054552771508358466,True,False
0000351569-26-000139,ABCB,"2.02,7.01,9.01",2026-07-23 20:16:33+00:00,4509,ADMINISTRATIVE,False,,NONE,False,,,4912190242.139404,,ABCB|2026-07-23 20:16:00+00:00,False,False,0.017922765879882396,-0.013556988657674518,False,False
0000825313-26-000042,AB,"7.01,9.01",2026-07-13 20:22:04+00:00,7634,ADMINISTRATIVE,False,,NONE,False,,,3566025381.729786,,AB|2026-07-13 20:22:00+00:00,False,False,0.029868679589561964,-0.01433173415127742,False,False
0001193125-26-306118,AA,"2.02,9.01",2026-07-16 20:12:48+00:00,70199,COMMERCIAL_CONTRACT,False,4099999999.9999995,HIGH,False,,12831000000.0,6002680424.637268,0.3195386174109578,AA|2026-07-16 20:12:00+00:00,False,False,0.002774836122717117,-0.08772672208142263,False,False
0000006201-26-000051,AAL,"2.02,7.01,9.01",2026-07-23 11:00:28+00:00,4625,ADMINISTRATIVE,False,,NONE,False,,54633000000.0,7845364908.224248,,AAL|2026-07-23 11:00:00+00:00,False,False,0.06774876732379331,-0.06104444364578987,False,False
0001104659-26-080833,ABR,"1.01,2.03,3.02,9.01",2026-07-06 21:24:57+00:00,11513,DEBT_SETTLEMENT,True,6.1,HIGH,True,ratchet,,2242234457.897133,,ABR|2026-07-06 21:24:00+00:00,False,False,0.01888663742128749,-0.033797230457853766,True,False
0000006201-26-000046,AAL,"5.02,7.01,9.01",2026-07-15 20:30:37+00:00,4625,ADMINISTRATIVE,False,,NONE,False,,54633000000.0,7845364908.224248,,AAL|2026-07-15 20:30:00+00:00,False,False,0.04178811056393683,-0.032070024345726034,False,False
0001493152-26-032862,ABAT,"5.02,9.01",2026-07-10 20:45:34+00:00,8876,ADMINISTRATIVE,False,,NONE,False,,4290224.0,482811789.93252563,,ABAT|2026-07-10 20:45:00+00:00,False,False,0.05038764274619778,-0.10852712390299724,False,False
0001628280-26-048377,ABT,"2.02,9.01",2026-07-16 11:36:19+00:00,4768,ADMINISTRATIVE,False,,NONE,False,,44328000000.0,216611277907.1284,,ABT|2026-07-16 11:36:00+00:00,False,False,0.07524397208581601,-0.0030433509575094053,False,False
0001171843-26-004708,ABUS,"1.02,5.02,8.01,9.01",2026-07-16 11:31:17+00:00,14636,MA_ACTIVITY,True,,NONE,False,,14083000.0,906734831.0063624,,ABUS|2026-07-16 11:31:00+00:00,False,False,0.009384791569956752,-0.11366007666785605,False,True
0001500217-26-000043,AAT,"2.02,7.01,9.01",2026-07-28 20:17:44+00:00,5000,ADMINISTRATIVE,False,,NONE,False,,39914000.0,1168013575.5278435,,AAT|2026-07-28 20:17:00+00:00,False,False,0.022835877032457486,-0.003826537025350407,False,False
0001739445-26-000120,ACA,1.04,2026-07-15 20:25:30+00:00,3390,ADMINISTRATIVE,False,,NONE,False,,2883400000.0,4453277614.473175,,ACA|2026-07-15 20:25:00+00:00,False,False,0.0020674554124742173,-0.004962103310936272,False,False
0001703057-26-000037,ABCL,"5.02,9.01",2026-07-06 18:53:55+00:00,4416,ADMINISTRATIVE,False,,NONE,False,,75128000.0,1658522724.1478548,,ABCL|2026-07-06 18:53:00+00:00,False,False,0.0820512017946684,-0.12564102501402086,False,False
0001437749-26-024693,ACHC,"2.02,7.01,9.01",2026-07-28 20:57:17+00:00,9441,FDA_APPROVAL,False,,NONE,False,,3312769000.0,1967905826.2015991,,ACHC|2026-07-28 20:57:00+00:00,False,False,-0.005000027743252811,-0.19272729122277465,False,True
0001193125-26-296396,ABTC,"3.03,5.03,8.01,9.01",2026-07-06 21:15:15+00:00,15609,ADMINISTRATIVE,False,,NONE,True,reverse_split,185164000.0,6123237671.007111,,ABTC|2026-07-06 21:15:00+00:00,False,True,-0.009512476237520051,-0.34007130898549465,True,False
0000095953-26-000105,ACNT,"1.01,9.01",2026-07-21 17:40:36+00:00,4193,DEBT_SETTLEMENT,True,,NONE,False,,74942000.0,113914902.89055634,,ACNT|2026-07-21 17:40:00+00:00,False,False,0.024358186270869053,-0.022383094687682292,False,False
0001646972-26-000041,ACI,"2.02,9.01",2026-07-23 11:31:10+00:00,3486,ADMINISTRATIVE,False,,NONE,False,,83172500000.0,9431610332.008839,,ACI|2026-07-23 11:31:00+00:00,False,False,-0.003199996948242134,-0.13120002746582027,False,False
0001628280-26-049299,ACNB,"2.02,9.01",2026-07-23 12:45:35+00:00,3421,ADMINISTRATIVE,False,,NONE,False,,191821000.0,461621937.8276825,,ACNB|2026-07-23 12:45:00+00:00,False,False,0.07220306447979086,-0.0057499339619301315,False,False
0001698991-26-000045,ACEL,"5.02,9.01",2026-07-13 20:28:48+00:00,8600,EARNINGS,False,,NONE,False,,1330960000.0,840409228.4488735,,ACEL|2026-07-13 20:28:00+00:00,False,False,0.027824067234566208,-0.07854673214081842,False,False
0001698991-26-000053,ACEL,"5.02,7.01,9.01",2026-07-14 20:50:31+00:00,14927,ADMINISTRATIVE,False,,NONE,False,,1330960000.0,840409228.4488735,,ACEL|2026-07-14 20:50:00+00:00,False,False,0.05773646131316412,-0.05173000917053849,False,False
0001144980-26-000089,ABG,"2.02,9.01",2026-07-28 11:04:10+00:00,47402,EARNINGS,False,,NONE,False,,17999000000.0,4705380528.539703,,ABG|2026-07-28 11:04:00+00:00,False,False,0.09451060193650274,-0.037808487263131685,False,False
0001646972-26-000040,ACI,"5.02,9.01",2026-07-23 11:29:06+00:00,7477,ADMINISTRATIVE,False,,NONE,False,,83172500000.0,9431610332.008839,,ACI|2026-07-23 11:29:00+00:00,False,False,-0.003199996948242134,-0.13120002746582027,False,False
0001193125-26-310329,ACU,"1.01,1.02,2.03,9.01",2026-07-21 20:15:15+00:00,5748,DEBT_SETTLEMENT,True,,NONE,False,,196541816.0,145587335.4805603,,ACU|2026-07-21 20:15:00+00:00,True,False,0.2890558296516592,-0.02768234212596521,False,False
0000947484-26-000118,ACGL,"2.02,9.01",2026-07-28 20:04:34+00:00,162453,MA_ACTIVITY,False,,NONE,False,,19929000000.0,32335806131.00441,,ACGL|2026-07-28 20:04:00+00:00,False,False,0.025128591975878578,-0.03812942967703459,False,True
0001683168-26-005616,ACTU,3.01,2026-07-17 20:30:34+00:00,8222,ADMINISTRATIVE,False,,NONE,False,,,128412708.71704912,,ACTU|2026-07-17 20:30:00+00:00,False,True,0.0,-0.32679739173186173,True,False
0001193125-26-313374,ACU,"2.02,9.01",2026-07-23 12:08:37+00:00,20015,DEBT_SETTLEMENT,False,,NONE,False,,196541816.0,145587335.4805603,,ACU|2026-07-23 12:08:00+00:00,True,False,0.23855669473864372,-0.048041274867106964,False,False
0000796343-26-000120,ADBE,5.02,2026-07-17 20:14:16+00:00,4577,ADMINISTRATIVE,False,,NONE,False,,23769000000.0,148942064978.02734,,ADBE|2026-07-17 20:14:00+00:00,False,False,0.007106677432687114,-0.072300970662594,False,False
0001193125-26-316084,ACR,"8.01,9.01",2026-07-24 20:09:24+00:00,16371,ADMINISTRATIVE,False,,NONE,False,,79946000.0,155952594.0,,ACR|2026-07-24 20:09:00+00:00,False,False,0.06260673879201972,-0.012521304335554428,False,False
0001670541-26-000080,ADNT,5.02,2026-07-10 16:15:14+00:00,3192,ADMINISTRATIVE,False,,NONE,False,,14535000000.0,1533164563.3165798,,ADNT|2026-07-10 16:15:00+00:00,False,False,0.020534435147312236,-0.0653141887491907,False,False
0001193125-26-296174,ACHV,"5.03,5.07,9.01",2026-07-06 20:06:28+00:00,6951,ADMINISTRATIVE,False,,NONE,False,,,251947483.46725082,,ACHV|2026-07-06 20:06:00+00:00,False,False,0.019440124935788283,-0.09642300188354391,False,False
0001193125-26-320977,ADEA,5.02,2026-07-28 20:05:15+00:00,6665,ADMINISTRATIVE,False,,NONE,False,,443386000.0,1839579784.9833527,,ADEA|2026-07-28 20:05:00+00:00,False,False,0.009988014108740506,-0.07411112260075481,False,False
0001171843-26-004594,AEBI,"7.01,9.01",2026-07-13 11:00:22+00:00,4242,ADMINISTRATIVE,False,,NONE,False,,1526625000.0,503992511.4342327,,AEBI|2026-07-13 11:00:00+00:00,False,False,0.18134718439597752,0.0008635776293368647,False,False
0001213900-26-077574,ADSK,8.01,2026-07-13 20:13:32+00:00,7476,DEBT_SETTLEMENT,False,,NONE,False,,7206000000.0,61738051300.04883,,ADSK|2026-07-13 20:13:00+00:00,False,False,0.08655823563131326,-0.0018124577167323297,False,False
0000874761-26-000138,AES,"4.01,9.01",2026-07-27 20:31:05+00:00,10634,MA_ACTIVITY,False,,NONE,False,,12233000000.0,10296236722.602535,,AES|2026-07-27 20:31:00+00:00,False,False,0.0,-0.005387200111178547,False,True
0001193125-26-311290,ADTN,"2.02,7.01,9.01",2026-07-22 11:02:14+00:00,37797,MA_ACTIVITY,False,,NONE,True,convertible,1083807000.0,812529464.5125217,,ADTN|2026-07-22 11:02:00+00:00,False,False,0.07801423168102262,-0.14184393462644618,True,False
0001193125-26-314198,ADTN,"1.01,1.02,2.03,9.01",2026-07-23 20:30:32+00:00,16476,DEBT_SETTLEMENT,True,,NONE,True,convertible,1083807000.0,812529464.5125217,,ADTN|2026-07-23 20:30:00+00:00,False,False,0.0,-0.19863019898292789,True,False
0000943374-26-000293,AFBI,"8.01,9.01",2026-07-22 20:15:32+00:00,6675,ADMINISTRATIVE,False,,NONE,False,,,115528871.7605896,,AFBI|2026-07-22 20:15:00+00:00,False,False,0.003930137733062056,0.0,False,False
0001193125-26-301414,AGEN,"1.01,3.02,7.01,8.01,9.01",2026-07-13 10:30:23+00:00,67563,CLINICAL_RESULT,True,85.0,HIGH,False,,114196000.0,117578560.34327888,7.443343024274056e-07,AGEN|2026-07-13 10:30:00+00:00,True,False,0.5130434450895891,-0.190434746120287,True,True
0001654954-26-006655,AEHR,"2.02,9.01",2026-07-14 20:50:31+00:00,40843,ADMINISTRATIVE,False,100000000.0,HIGH,False,,50001000.0,610334045.1786423,1.999960000799984,AEHR|2026-07-14 20:50:00+00:00,False,True,0.07933397252864971,-0.24828598288908366,False,False
0000943374-26-000270,AFBI,"8.01,9.01",2026-07-17 21:04:29+00:00,6969,ADMINISTRATIVE,False,,NONE,False,,,115528871.7605896,,AFBI|2026-07-17 21:04:00+00:00,False,False,0.010105427940394485,0.0,False,False
0001628280-26-049080,AGL,"5.02,9.01",2026-07-21 21:51:52+00:00,5058,ADMINISTRATIVE,False,766063.0,HIGH,False,,5932576000.0,8951540176.489885,0.00012912822355752376,AGL|2026-07-21 21:51:00+00:00,False,True,0.00727567945095009,-0.2742926527263584,False,False
0001423689-26-000124,AGNC,"2.02,9.01",2026-07-20 20:06:41+00:00,7945,DILUTION_OFFERING,False,167.0,HIGH,True,atm,,10479830041.028381,,AGNC|2026-07-20 20:06:00+00:00,False,False,-0.0022421183305447734,-0.061883372555151084,True,False
0000880266-26-000064,AGCO,"5.03,9.01",2026-07-10 20:35:18+00:00,3595,ADMINISTRATIVE,False,,NONE,False,,10082000000.0,8108979931.456284,,AGCO|2026-07-10 20:35:00+00:00,False,False,0.036201676344270295,-0.022730232522948257,False,False
0001171843-26-004883,AGPU,"8.01,9.01",2026-07-27 12:35:17+00:00,5043,ADMINISTRATIVE,False,,NONE,False,,125284.0,68622304.77756596,,AGPU|2026-07-27 12:35:00+00:00,False,False,0.044359937966446106,-0.15842839304847556,False,False
0001104659-26-080297,AHCO,1.05,2026-07-02 20:01:45+00:00,8877,ADMINISTRATIVE,False,,NONE,False,,3244857000.0,1210914988.843999,,AHCO|2026-07-02 20:01:00+00:00,False,False,0.00046491068226073295,-0.09437474035540883,False,False
0001193125-26-312419,AHR,"5.02,7.01,9.01",2026-07-22 20:16:45+00:00,15981,ADMINISTRATIVE,False,,NONE,False,,2094506000.0,7639828193.83493,,AHR|2026-07-22 20:16:00+00:00,False,False,0.023539709236915618,-0.02247598403560791,False,False
0001171843-26-004814,AGPU,"8.01,9.01",2026-07-22 12:35:17+00:00,4977,ADMINISTRATIVE,False,,NONE,False,,125284.0,68622304.77756596,,AGPU|2026-07-22 12:35:00+00:00,False,True,-0.05013196436368339,-0.30199477456951795,False,False
0001104659-26-081305,AHCO,7.01,2026-07-07 20:45:49+00:00,4209,DEBT_SETTLEMENT,False,,NONE,False,,3244857000.0,1210914988.843999,,AHCO|2026-07-07 20:45:00+00:00,False,False,0.0883077931798033,-0.03897389727116474,False,False
0001193125-26-318055,AGYS,"2.02,9.01",2026-07-27 20:05:18+00:00,27829,EARNINGS,False,,NONE,False,,319312000.0,3062273128.4201813,,AGYS|2026-07-27 20:05:00+00:00,False,False,0.07017542252966491,-0.04967686732419885,False,False
0001104659-26-085086,AHCO,"1.01,9.01",2026-07-20 20:35:23+00:00,19010,ADMINISTRATIVE,True,,NONE,False,,3244857000.0,1210914988.843999,,AHCO|2026-07-20 20:35:00+00:00,False,False,0.009516566054207143,-0.1044750170890194,False,False
0001104659-26-086424,AIR,"5.02,9.01",2026-07-24 10:01:20+00:00,9532,ADMINISTRATIVE,False,15000000.0,HIGH,False,,3308000000.0,3004920343.048027,0.004534461910519952,AIR|2026-07-24 10:01:00+00:00,False,False,0.08276450831514492,-0.022551161479825166,False,False
0000353184-26-000070,AIRT,"1.01,8.01",2026-07-10 20:31:19+00:00,9058,DILUTION_OFFERING,True,,NONE,True,"atm,shelf",327090000.0,59133739.05185509,,AIRT|2026-07-10 20:31:00+00:00,False,False,0.08428573608398438,-0.13357142039707726,True,False
0001493152-26-034096,AIOT,"5.02,8.01,9.01",2026-07-21 20:39:59+00:00,9237,ADMINISTRATIVE,False,,NONE,False,,443777000.0,742873941.8345709,,AIOT|2026-07-21 20:39:00+00:00,False,False,-0.007228966052757024,-0.10361447153632675,False,False
0001193125-26-304880,ALDX,8.01,2026-07-15 20:46:28+00:00,3201,ADMINISTRATIVE,False,,NONE,False,,,313253926.3824177,,ALDX|2026-07-15 20:46:00+00:00,False,True,0.0378378012652294,-0.2027027000903735,False,False
0001213900-26-076769,AIRI,"1.01,7.01,9.01",2026-07-09 20:45:15+00:00,38852,MA_ACTIVITY,False,,NONE,True,reverse_split,47921000.0,14840776.439402103,,AIRI|2026-07-09 20:45:00+00:00,False,False,0.006802714468455484,-0.11564630815325028,True,False
0001193125-26-298526,ALEC,1.02,2026-07-08 20:05:33+00:00,5084,CLINICAL_RESULT,True,,NONE,False,,21045000.0,153842738.14952803,,ALEC|2026-07-08 20:05:00+00:00,False,True,0.010869554654186597,-0.25543479352400733,False,True
0001097149-26-000050,ALGN,5.02,2026-07-09 00:29:04+00:00,2940,ADMINISTRATIVE,False,,NONE,False,,4034964000.0,10034287391.333984,,ALGN|2026-07-09 00:29:00+00:00,False,False,0.05847951528105355,-0.004127974018241387,False,False
0000003545-26-000036,ALCO,5.02,2026-07-17 21:00:15+00:00,7980,ADMINISTRATIVE,False,,NONE,False,,44066000.0,248244848.53271484,,ALCO|2026-07-17 21:00:00+00:00,False,False,0.010068758229890618,-0.07809430770741199,False,False
0000915913-26-000095,ALB,"5.02,7.01,9.01",2026-07-23 20:22:25+00:00,5070,ADMINISTRATIVE,False,,NONE,True,convertible,5142733000.0,11457610331.347961,,ALB|2026-07-23 20:22:00+00:00,False,False,0.025553041136644916,-0.043474529029479125,True,False
0000897077-26-000082,ALG,"5.02,9.01",2026-07-08 20:06:03+00:00,5806,ADMINISTRATIVE,False,,NONE,False,,1603715000.0,2142298862.5080872,,ALG|2026-07-08 20:06:00+00:00,False,False,0.031375989196710474,-0.04649884174549501,False,False
0001104659-26-085429,AIR,"2.02,9.01",2026-07-21 20:36:54+00:00,71453,COMMERCIAL_CONTRACT,False,,NONE,False,,3308000000.0,3004920343.048027,,AIR|2026-07-21 20:36:00+00:00,False,False,0.05343286315007001,-0.07671640880072295,False,False
0001579241-26-000026,ALLE,"2.02,9.01",2026-07-23 10:02:30+00:00,3753,ADMINISTRATIVE,False,,NONE,False,,4067300000.0,15278105269.193115,,ALLE|2026-07-23 10:02:00+00:00,False,False,0.07934941157277486,-0.018169865839976374,False,False
0001193125-26-309539,ALLY,"2.02,9.01",2026-07-21 11:20:11+00:00,125171,EARNINGS,False,,NONE,True,convertible,1244000000.0,12303087374.812225,,ALLY|2026-07-21 11:20:00+00:00,False,False,0.016003498091676338,-0.061791564576106905,True,False
0001193125-26-298004,ALKS,1.02,2026-07-08 12:00:15+00:00,4850,COMMERCIAL_CONTRACT,True,,NONE,False,,1475899000.0,4958942640.293404,,ALKS|2026-07-08 12:00:00+00:00,False,False,0.009748070708225143,-0.07144562575875602,False,False
0001193125-26-321040,AKR,"2.02,9.01",2026-07-28 20:21:28+00:00,282281,DILUTION_OFFERING,False,8900000.0,HIGH,False,,410757000.0,2604539900.5694485,0.02166731181696234,AKR|2026-07-28 20:21:00+00:00,False,False,0.0021758548914363463,-0.03611836119406997,True,False
0001104659-26-086758,AM,7.01,2026-07-27 10:03:13+00:00,4187,ADMINISTRATIVE,False,,NONE,False,,1188426000.0,8536457913.013458,,AM|2026-07-27 10:03:00+00:00,False,False,-0.0013265835484916888,-0.06478002066835553,False,False
0000766421-26-000036,ALK,"2.02,7.01,9.01",2026-07-21 20:30:28+00:00,36300,DEBT_SETTLEMENT,False,60000000.0,HIGH,False,,14239000000.0,4816517591.054935,0.004213779057518084,ALK|2026-07-21 20:30:00+00:00,False,False,0.12083145415775864,-0.05322060487263547,False,False
0001326190-26-000044,ALT,"7.01,8.01,9.01",2026-07-28 11:04:40+00:00,19648,FDA_APPROVAL,False,,NONE,False,,41000.0,347733581.8701205,,ALT|2026-07-28 11:04:00+00:00,False,False,0.0030303001841676114,-0.14696966730420757,False,True
0001823608-26-000173,AMAL,"7.01,9.01",2026-07-21 20:31:53+00:00,3358,ADMINISTRATIVE,False,,NONE,False,,,820773473.171421,,AMAL|2026-07-21 20:31:00+00:00,False,False,0.07358207550735951,-0.016445261949782353,False,False
0001193125-26-318844,ALKS,"2.02,9.01",2026-07-28 11:05:18+00:00,45545,CLINICAL_RESULT,False,4000000.0,HIGH,False,,1475899000.0,4958942640.293404,0.0027102125551951724,ALKS|2026-07-28 11:05:00+00:00,False,False,0.02747560049383524,-0.06731895752308337,False,True
0001823608-26-000177,AMAL,"2.02,7.01,9.01",2026-07-23 10:26:29+00:00,4571,ADMINISTRATIVE,False,,NONE,False,,,820773473.171421,,AMAL|2026-07-23 10:26:00+00:00,False,False,0.047844364437461095,-0.03138186001792309,False,False
0001437749-26-023638,AMIX,"1.01,3.02,8.01,9.01",2026-07-15 21:02:46+00:00,10477,ADMINISTRATIVE,True,2600000.0,HIGH,True,warrant_reprice,0.0,117712863.27306938,,AMIX|2026-07-15 21:02:00+00:00,False,True,0.01771656573613334,-0.5196850208926016,True,False
0001104659-26-082772,AMPH,5.02,2026-07-13 10:01:01+00:00,5474,ADMINISTRATIVE,False,,NONE,False,,719887000.0,1146568591.7254143,,AMPH|2026-07-13 10:01:00+00:00,False,False,0.0636574805622323,-0.03774281632543197,False,False
0001193125-26-306698,ALV,"2.02,7.01,9.01",2026-07-17 10:15:35+00:00,85069,COMMERCIAL_CONTRACT,False,142000000.0,HIGH,False,,10815000000.0,9449591567.691193,0.013129912159038373,ALV|2026-07-17 10:15:00+00:00,False,False,0.02275676904526902,-0.045136432860784725,False,False
0001297184-26-000041,AMPH,8.01,2026-07-08 00:03:50+00:00,7313,ADMINISTRATIVE,False,,NONE,False,,719887000.0,1146568591.7254143,,AMPH|2026-07-08 00:03:00+00:00,False,False,0.019539144032349354,-0.07765527595972321,False,False
0001411579-26-000055,AMC,"2.02,9.01",2026-07-20 10:59:42+00:00,70511,DILUTION_OFFERING,False,282000000.0,HIGH,False,,4848900000.0,1333653209.68189,0.05815752026232754,AMC|2026-07-20 10:59:00+00:00,False,False,0.1818181128541314,-0.04545460949259217,True,False
0001047127-26-000043,AMKR,"2.02,9.01",2026-07-27 20:08:09+00:00,23531,DEBT_SETTLEMENT,False,2500000000.0,HIGH,True,convertible,6707981000.0,7977777513.7117,0.3726903818004255,AMKR|2026-07-27 20:08:00+00:00,False,False,-0.019800060882657733,-0.17999227529284378,True,False
0001493152-26-032398,AMPG,"1.02,8.01",2026-07-08 10:15:41+00:00,4527,COMMERCIAL_CONTRACT,True,,NONE,False,,25195930.0,56577386.25,,AMPG|2026-07-08 10:15:00+00:00,False,False,0.1035825473442844,-0.07009350167516903,False,False
0001734342-26-000071,AMTB,"2.02,7.01,8.01,9.01",2026-07-23 20:01:11+00:00,5352,ADMINISTRATIVE,False,,NONE,False,,,731866502.297018,,AMTB|2026-07-23 20:01:00+00:00,False,False,0.15037593769308777,-0.0011278453464387272,False,False
0001213900-26-079637,AMST,"1.01,9.01",2026-07-20 20:30:12+00:00,8465,DILUTION_OFFERING,True,,NONE,True,shelf,110459.0,9694151.036694527,,AMST|2026-07-20 20:30:00+00:00,False,False,0.02941173720662249,-0.11176467150827807,True,False
0001213900-26-077666,AMST,"5.02,5.07,9.01",2026-07-13 21:22:26+00:00,6628,ADMINISTRATIVE,False,,NONE,False,,110459.0,9694151.036694527,,AMST|2026-07-13 21:22:00+00:00,False,False,0.11111109853231049,-0.13960110057460462,False,False
0001734342-26-000075,AMTB,5.02,2026-07-28 20:18:06+00:00,6218,ADMINISTRATIVE,False,,NONE,False,,,731866502.297018,,AMTB|2026-07-28 20:18:00+00:00,False,False,-0.006078510569694662,-0.03992114913448608,False,False
0001493152-26-034262,AMPG,"8.01,9.01",2026-07-22 21:00:13+00:00,10055,ADMINISTRATIVE,False,,NONE,False,,25195930.0,56577386.25,,AMPG|2026-07-22 21:00:00+00:00,False,True,0.03726704487356014,-0.2864907221483972,False,False
0001104659-26-082875,ANRO,"2.02,8.01",2026-07-13 11:39:07+00:00,6380,CLINICAL_RESULT,False,,NONE,False,,,301362883.8686743,,ANRO|2026-07-13 11:39:00+00:00,False,False,0.07010390805560518,-0.05415427055090405,False,True
0001193125-26-310328,AMSF,"2.02,9.01",2026-07-21 20:15:05+00:00,31211,FDA_APPROVAL,False,,NONE,False,,317252000.0,768741584.2667694,,AMSF|2026-07-21 20:15:00+00:00,False,False,0.01607420347112698,-0.10540952398471859,False,True
0001704715-26-000025,AMR,"2.02,9.01",2026-07-27 12:02:06+00:00,4217,ADMINISTRATIVE,False,,NONE,False,,2122605000.0,2166804151.4767914,,AMR|2026-07-27 12:02:00+00:00,False,False,0.03141171231066364,-0.05239964576210465,False,False
0001104659-26-083274,ANRO,"1.01,9.01",2026-07-14 10:04:48+00:00,8535,CLINICAL_RESULT,True,,NONE,True,shelf,,301362883.8686743,,ANRO|2026-07-14 10:04:00+00:00,False,False,-0.0010398851386074215,-0.11057194079299026,True,False
0001171843-26-004635,ANIK,"1.01,2.03,9.01",2026-07-14 21:00:16+00:00,7904,DEBT_SETTLEMENT,True,,NONE,False,,112819000.0,141008916.3499546,,ANIK|2026-07-14 21:00:00+00:00,False,False,0.1740249527376958,-0.06628241194895612,False,False
0001628280-26-049006,AOMR,7.01,2026-07-21 20:23:56+00:00,3965,ADMINISTRATIVE,False,,NONE,False,,,217926904.15314102,,AOMR|2026-07-21 20:23:00+00:00,False,False,0.009031232516854892,-0.03118037274436891,False,False
0001144879-26-000044,APLD,"2.02,9.01",2026-07-27 21:04:53+00:00,3562,ADMINISTRATIVE,False,,NONE,False,,611311000.0,6857897783.030033,,APLD|2026-07-27 21:04:00+00:00,False,False,0.06329109519586762,-0.14631422992824505,False,False
0001841666-26-000045,APA,"2.02,9.01",2026-07-08 21:07:26+00:00,3598,ADMINISTRATIVE,False,,NONE,False,,,8064507135.963287,,APA|2026-07-08 21:07:00+00:00,False,False,0.008044191893186392,-0.05442006575934599,False,False
0001104659-26-082341,ANVS,"8.01,9.01",2026-07-09 21:06:20+00:00,9407,CLINICAL_RESULT,False,,NONE,False,,0.0,38777599.87583518,,ANVS|2026-07-09 21:06:00+00:00,False,False,-0.02782826445003217,-0.16161618655025423,False,True
0001193125-26-299212,AP,"2.02,9.01",2026-07-09 12:49:05+00:00,11623,ADMINISTRATIVE,False,153000000.0,HIGH,False,,416280000.0,39211866.83432937,0.3675410781204958,AP|2026-07-09 12:49:00+00:00,False,False,0.051037134736448886,-0.13889535574375433,False,False
0001493152-26-034619,APYX,"8.01,9.01",2026-07-24 21:18:18+00:00,4435,ADMINISTRATIVE,False,,NONE,False,,52844000.0,121022331.40337324,,APYX|2026-07-24 21:18:00+00:00,False,False,0.0,-0.06801007027222417,False,False
0001628280-26-047884,AOSL,"5.02,9.01",2026-07-10 20:06:46+00:00,5602,ADMINISTRATIVE,False,,NONE,False,,696162000.0,861090515.6189976,,AOSL|2026-07-10 20:06:00+00:00,False,True,0.02945255652010581,-0.20005558286059455,False,False
0001140361-26-028368,ANGO,"2.02,7.01,9.01",2026-07-14 11:30:53+00:00,86426,FDA_APPROVAL,False,,NONE,False,,320174000.0,535597972.0,,ANGO|2026-07-14 11:30:00+00:00,False,False,0.11363630484212739,-0.09750732333061374,False,True
0001193125-26-321027,APLE,"1.01,2.03,8.01,9.01",2026-07-28 20:15:18+00:00,22188,DEBT_SETTLEMENT,False,470000000.0,HIGH,False,,1412386000.0,2765671509.2308903,0.3327702200389978,APLE|2026-07-28 20:15:00+00:00,False,False,0.008638692825846395,-0.02347328586912034,False,False
0001104659-26-085912,ARCC,"1.01,2.03,9.01",2026-07-22 21:23:34+00:00,12430,DEBT_SETTLEMENT,True,,NONE,False,,,14065026811.266846,,ARCC|2026-07-22 21:23:00+00:00,False,False,0.014584970840983535,-0.017501985240934936,False,False
0001193125-26-318056,APVO,"8.01,9.01",2026-07-27 20:05:18+00:00,12776,ADMINISTRATIVE,False,,NONE,False,,,86998307.26982117,,APVO|2026-07-27 20:05:00+00:00,False,False,0.030855101534600138,-0.06294539251852704,False,False
0001477932-26-004477,AREC,"4.01,4.02,9.01",2026-07-24 12:00:47+00:00,6318,ADMINISTRATIVE,False,,NONE,False,,0.0,119298323.27316356,,AREC|2026-07-24 12:00:00+00:00,False,False,-0.008333325606805109,-0.09444442310450929,True,False
0001035443-26-000058,ARE,"1.01,2.03",2026-07-09 21:10:11+00:00,10181,DEBT_SETTLEMENT,True,,NONE,False,,3026556000.0,12776477963.805939,,ARE|2026-07-09 21:10:00+00:00,False,False,0.0203915167481854,-0.037724352656620774,False,False
0001628280-26-050303,ARCC,"2.02,8.01,9.01",2026-07-28 20:33:42+00:00,4129,ADMINISTRATIVE,False,,NONE,False,,,14065026811.266846,,ARCC|2026-07-28 20:33:00+00:00,False,False,-0.0031364071392869786,-0.03554618022261835,False,False
0001628280-26-047830,ARES,"2.02,7.01",2026-07-09 19:15:30+00:00,7995,EARNINGS,False,,NONE,True,convertible,5601482000.0,3030739812.056362,,ARES|2026-07-09 19:15:00+00:00,False,False,0.05685478168715852,-0.014296366634106716,True,False
0001654954-26-006764,AREC,8.01,2026-07-21 13:15:44+00:00,3677,ADMINISTRATIVE,False,20000000.0,HIGH,False,,0.0,119298323.27316356,,AREC|2026-07-21 13:15:00+00:00,False,False,0.08982041869587176,-0.0239520735814005,False,False
