accession,ticker,items,et,chars,event_category,is_binding,transaction_value_usd,value_confidence,has_toxic_financing,toxic_signals,revenue,market_cap,shock,key,up20,dn20,fwd_up,fwd_dn,neg,lng
0001345126-26-000057,CODI,"4.01,9.01",2026-07-16 20:25:00+00:00,8915,ADMINISTRATIVE,False,,NONE,True,going_concern,1873584000.0,478500753.8050852,,CODI|2026-07-16 20:25:00+00:00,False,False,0.036679548941490614,-0.0472972767718528,True,False
0001803599-26-000139,CNXC,"5.02,9.01",2026-07-24 21:18:26+00:00,4771,ADMINISTRATIVE,False,,NONE,False,,9825771000.0,2635979976.7597313,,CNXC|2026-07-24 21:18:00+00:00,False,False,0.16363630808980845,-0.012121241645957626,False,False
0001345126-26-000054,CODI,"1.01,7.01,9.01",2026-07-13 10:11:16+00:00,22057,ADMINISTRATIVE,True,,NONE,False,,1873584000.0,478500753.8050852,,CODI|2026-07-13 10:11:00+00:00,False,False,-0.005484412088092694,-0.11380255331924438,False,False
0001493152-26-034837,CODX,"1.01,9.01",2026-07-27 21:05:36+00:00,6085,COMMERCIAL_CONTRACT,True,,NONE,True,shelf,622489.0,450725902.05220985,,CODX|2026-07-27 21:05:00+00:00,False,True,-0.023686720195481237,-0.36175117890841646,True,False
0002014596-26-000047,CON,"5.02,9.01",2026-07-10 20:53:08+00:00,5692,ADMINISTRATIVE,False,,NONE,False,,2163417000.0,2577517922.949341,,CON|2026-07-10 20:53:00+00:00,False,False,0.01803225826694721,-0.0364599851418691,False,False
0001839341-26-000013,CORZ,"2.02,7.01,9.01",2026-07-28 11:06:14+00:00,4341,ADMINISTRATIVE,False,,NONE,False,,319019000.0,6993853205.295925,,CORZ|2026-07-28 11:06:00+00:00,False,False,0.01431303232410075,-0.12166027425781745,False,False
0001193125-26-315065,COFS,"2.02,9.01",2026-07-24 11:00:15+00:00,63065,DILUTION_OFFERING,False,1900000.0,HIGH,True,warrant_reprice,227624000.0,435585153.43666077,0.008347098724211858,COFS|2026-07-24 11:00:00+00:00,False,False,0.12290327010616187,0.0006451760568926268,True,False
0001839341-26-000012,CORZ,"3.02,7.01,9.01",2026-07-28 11:00:58+00:00,7737,ADMINISTRATIVE,False,,NONE,False,,319019000.0,6993853205.295925,,CORZ|2026-07-28 11:00:00+00:00,False,False,0.01431303232410075,-0.12166027425781745,True,False
0001193125-26-313254,COLD,"2.06,7.01",2026-07-23 11:00:11+00:00,12814,ADMINISTRATIVE,False,305.0,HIGH,False,,2540906000.0,3668195477.6325197,1.200359241939686e-07,COLD|2026-07-23 11:00:00+00:00,False,False,0.0,-0.07676832095325747,False,False
0001651562-26-000055,COUR,2.05,2026-07-06 20:34:11+00:00,7698,MA_ACTIVITY,False,8000000.0,HIGH,False,,757500000.0,1710664968.776703,0.010561056105610561,COUR|2026-07-06 20:34:00+00:00,False,False,0.002514646454633951,-0.06370496307130125,False,True
0001024305-26-000038,COTY,"8.01,9.01",2026-07-07 20:17:56+00:00,5093,ADMINISTRATIVE,False,400000000.0,HIGH,False,,5892900000.0,3096647126.7557344,0.06787829421846629,COTY|2026-07-07 20:17:00+00:00,False,False,0.04017853294024065,-0.07142860944173757,False,False
0001213900-26-080475,CPHI,"1.01,8.01,9.01",2026-07-22 21:26:11+00:00,11513,DILUTION_OFFERING,True,2.0,HIGH,True,shelf,4144268.0,4893003.0,4.825942723781377e-07,CPHI|2026-07-22 21:26:00+00:00,True,True,0.32947972656559,-0.32369945422818114,True,False
0000887343-26-000165,COLB,"2.02,7.01,9.01",2026-07-23 20:31:08+00:00,86660,EARNINGS,False,,NONE,False,,177000000.0,5541442154.67362,,COLB|2026-07-23 20:31:00+00:00,False,False,0.010217104021144063,-0.015964240257723472,False,False
0001024305-26-000036,COTY,"5.02,9.01",2026-07-02 20:36:14+00:00,3354,ADMINISTRATIVE,False,,NONE,False,,5892900000.0,3096647126.7557344,,COTY|2026-07-02 20:36:00+00:00,False,False,0.01511872421037097,-0.1015119342141878,False,False
0000701347-26-000065,CPF,"2.02,7.01,9.01",2026-07-24 10:11:26+00:00,5157,ADMINISTRATIVE,False,,NONE,False,,51817000.0,764653900.3570404,,CPF|2026-07-24 10:11:00+00:00,False,False,0.0524804745762375,-0.006527415273629877,False,False
0001193125-26-298557,CP,"1.01,9.01",2026-07-08 20:19:08+00:00,5408,DEBT_SETTLEMENT,True,,NONE,False,,,68352517361.50756,,CP|2026-07-08 20:19:00+00:00,False,False,0.025653871389209604,-0.0022258981818434886,False,False
0001087294-26-000055,CPIX,8.01,2026-07-13 21:28:01+00:00,6057,ADMINISTRATIVE,False,,NONE,False,,44521431.0,41289425.97733092,,CPIX|2026-07-13 21:28:00+00:00,True,False,0.2056632051558107,-0.14307004958111524,False,False
0000701347-26-000063,CPF,"5.07,9.01",2026-07-02 20:26:03+00:00,6785,ADMINISTRATIVE,False,,NONE,False,,51817000.0,764653900.3570404,,CPF|2026-07-02 20:26:00+00:00,False,False,0.049790396579568075,-0.024106367675438833,False,False
0001944013-26-000181,CR,"2.02,9.01",2026-07-28 20:28:12+00:00,3568,ADMINISTRATIVE,False,,NONE,False,,2305000000.0,11008134637.23816,,CR|2026-07-28 20:28:00+00:00,False,False,-0.003309671711569151,-0.057069935043177256,False,False
0001628280-26-047964,CPK,"8.01,9.01",2026-07-13 15:45:27+00:00,3333,ADMINISTRATIVE,False,,NONE,False,,930000000.0,2996741258379.1807,,CPK|2026-07-13 15:45:00+00:00,False,False,0.07775314765806729,-0.010140024235165912,False,False
0001104659-26-085804,CRAI,5.07,2026-07-22 20:10:29+00:00,5078,ADMINISTRATIVE,False,,NONE,False,,751583000.0,1238599543.0111084,,CRAI|2026-07-22 20:10:00+00:00,False,False,0.1689241915326627,-0.09620128630920755,False,False
0001193125-26-298722,CPRT,"5.02,7.01,9.01",2026-07-08 21:22:41+00:00,9949,ADMINISTRATIVE,False,,NONE,False,,4646958000.0,37838301268.158875,,CPRT|2026-07-08 21:22:00+00:00,False,False,0.0007005414465199866,-0.044133042213801876,False,False
0001683168-26-005764,CPSS,"1.01,2.03,9.01",2026-07-24 20:33:52+00:00,11495,DEBT_SETTLEMENT,True,,NONE,False,,434470000.0,188461087.106575,,CPSS|2026-07-24 20:33:00+00:00,False,False,0.037196795818680295,-0.011859801746781806,False,False
0001683168-26-005511,CPSS,"1.01,2.03,9.01",2026-07-14 19:10:35+00:00,9339,MA_ACTIVITY,True,,NONE,False,,434470000.0,188461087.106575,,CPSS|2026-07-14 19:10:00+00:00,False,False,0.024261656858306946,-0.07382908304411251,False,True
0001866175-26-000103,CRGY,2.02,2026-07-08 20:42:58+00:00,5027,ADMINISTRATIVE,False,,NONE,False,,3579782000.0,2072567636.335184,,CRGY|2026-07-08 20:42:00+00:00,False,False,0.07347575863323708,-0.025013102460996528,False,False
0001140361-26-028208,CRNX,"1.01,5.02",2026-07-10 20:01:22+00:00,15538,MA_ACTIVITY,False,,NONE,False,,7696000.0,4175763588.3301163,,CRNX|2026-07-10 20:01:00+00:00,False,False,0.0038240881173183805,-0.0010755732188924005,False,True
0001410098-26-000040,CRMD,8.01,2026-07-02 20:30:35+00:00,3186,ADMINISTRATIVE,False,,NONE,False,,311709000.0,861449364.832367,,CRMD|2026-07-02 20:30:00+00:00,False,False,0.02863688580858259,-0.06529206468643234,False,False
0001609253-26-000122,CRC,2.02,2026-07-14 13:00:34+00:00,6964,ADMINISTRATIVE,False,,NONE,False,,2910000000.0,3742760358.369438,,CRC|2026-07-14 13:00:00+00:00,False,False,0.0037188688635010347,-0.05336554475694033,False,False
0001171843-26-004623,CRMT,"2.02,9.01",2026-07-14 13:15:30+00:00,4105,ADMINISTRATIVE,False,,NONE,False,,1027813000.0,193461400.72733688,,CRMT|2026-07-14 13:15:00+00:00,True,False,0.43242674230734424,-0.09640374864038725,False,False
0001104659-26-085790,CRVS,5.02,2026-07-22 20:02:21+00:00,3491,ADMINISTRATIVE,False,,NONE,False,,,561090729.3036675,,CRVS|2026-07-22 20:02:00+00:00,False,False,0.01495803902570314,-0.08573514755752909,False,False
0001628280-26-049822,CSBR,"2.02,9.01",2026-07-27 20:31:46+00:00,3670,ADMINISTRATIVE,False,,NONE,False,,59425000.0,86867054.9299326,,CSBR|2026-07-27 20:31:00+00:00,False,False,-0.058641992796668374,-0.18981481719954563,False,False
0001437749-26-023538,CRVO,"7.01,8.01,9.01",2026-07-14 20:21:27+00:00,5193,CLINICAL_RESULT,False,,NONE,False,,4006510.0,64954087.20351839,,CRVO|2026-07-14 20:21:00+00:00,False,False,-0.0031152617895386925,-0.19314645377249495,False,True
0001140361-26-027642,CRNX,"1.01,8.01,9.01",2026-07-06 21:17:19+00:00,54776,MA_ACTIVITY,False,,NONE,False,,7696000.0,4175763588.3301163,,CRNX|2026-07-06 21:17:00+00:00,False,False,0.0023935964037067325,-0.0013763133666389038,False,True
0001193125-26-320951,CRS,"5.02,7.01,9.01",2026-07-28 20:01:59+00:00,7666,ADMINISTRATIVE,False,,NONE,False,,2877100000.0,15741662938.247833,,CRS|2026-07-28 20:01:00+00:00,False,False,0.001589428655206282,-0.15179323177432302,False,False
0001057352-26-000061,CSGP,"2.02,9.01",2026-07-28 20:05:38+00:00,3694,ADMINISTRATIVE,False,,NONE,False,,3247000000.0,31345889379.36519,,CSGP|2026-07-28 20:05:00+00:00,False,False,0.10969388375725142,-0.006526969137584437,False,False
0000017313-26-000084,CSWC,5.07,2026-07-22 21:26:58+00:00,6658,ADMINISTRATIVE,False,,NONE,False,,,1136489413.9164581,,CSWC|2026-07-22 21:26:00+00:00,False,False,0.010552975701312972,-0.023216594850577477,False,False
0000017313-26-000082,CSWC,"2.02,9.01",2026-07-16 20:04:51+00:00,3463,ADMINISTRATIVE,False,,NONE,False,,,1136489413.9164581,,CSWC|2026-07-16 20:04:00+00:00,False,False,0.007844778672345232,-0.044591245017524095,False,False
0001793229-26-000061,CTEV,8.01,2026-07-06 20:11:32+00:00,3916,ADMINISTRATIVE,False,,NONE,False,,965413000.0,1072511733.3613968,,CTEV|2026-07-06 20:11:00+00:00,False,True,0.021854534484828436,-0.36399159734684194,False,False
0001437749-26-023200,CRVO,"7.01,8.01,9.01",2026-07-09 20:09:56+00:00,4832,ADMINISTRATIVE,False,,NONE,False,,4006510.0,64954087.20351839,,CRVO|2026-07-09 20:09:00+00:00,False,True,0.00797892780316034,-0.23402216996601932,False,False
0001057352-26-000054,CSGP,"5.02,7.01,9.01",2026-07-13 21:06:31+00:00,8803,ADMINISTRATIVE,False,2500000.0,HIGH,False,,3247000000.0,31345889379.36519,0.000769941484447182,CSGP|2026-07-13 21:06:00+00:00,False,False,0.12745451493696724,-0.029818170720880666,False,False
0000277948-26-000031,CSX,"2.02,9.01",2026-07-22 20:01:13+00:00,4173,ADMINISTRATIVE,False,,NONE,False,,14092000000.0,68377671297.4364,,CSX|2026-07-22 20:01:00+00:00,False,False,0.024954591277732252,-0.028396535952766144,False,False
0001193125-26-316929,CTMX,5.02,2026-07-27 12:05:07+00:00,4928,ADMINISTRATIVE,False,,NONE,False,,76201000.0,537616071.987268,,CTMX|2026-07-27 12:05:00+00:00,False,False,0.04287018271605225,-0.04834293652527655,False,False
0001193125-26-304789,CTKB,5.02,2026-07-15 20:15:11+00:00,5870,ADMINISTRATIVE,False,,NONE,False,,201493000.0,510167378.8992119,,CTKB|2026-07-15 20:15:00+00:00,False,False,0.024589126708102427,-0.05336179360797999,False,False
0000350852-26-000061,CTBI,"2.02,7.01,9.01",2026-07-15 12:19:57+00:00,42288,EARNINGS,False,,NONE,False,,,927080821.2788963,,CTBI|2026-07-15 12:19:00+00:00,False,False,0.07568588506289475,-0.015002035983232465,False,False
0000723254-26-000025,CTAS,"2.02,9.01",2026-07-15 12:31:16+00:00,30561,MA_ACTIVITY,False,,NONE,False,,11264761000.0,76772607467.0405,,CTAS|2026-07-15 12:31:00+00:00,False,False,0.1216472489622229,-0.0052146333557322455,False,True
0001628280-26-048023,CTNM,"7.01,9.01",2026-07-13 20:15:17+00:00,5282,ADMINISTRATIVE,False,,NONE,False,,0.0,305656644.802866,,CTNM|2026-07-13 20:15:00+00:00,False,False,0.013962768529229397,-0.11768613753847912,False,False
0001193125-26-318919,CTS,"7.01,9.01",2026-07-28 12:05:20+00:00,35180,EARNINGS,False,,NONE,False,,541318000.0,1169338135.8166656,,CTS|2026-07-28 12:05:00+00:00,False,False,0.03211720577169541,-0.04583721008241026,False,False
0001193125-26-298578,CTGO,"1.01,2.03,7.01,9.01",2026-07-08 20:30:16+00:00,17907,DEBT_SETTLEMENT,True,33000000.0,HIGH,True,ratchet,,288864841.1339302,,CTGO|2026-07-08 20:30:00+00:00,False,False,0.07407399994301511,-0.05351855179028209,True,False
0001193125-26-307893,CTGO,"7.01,9.01",2026-07-17 20:30:21+00:00,44447,ADMINISTRATIVE,False,,NONE,True,convertible,,288864841.1339302,,CTGO|2026-07-17 20:30:00+00:00,False,False,0.07102812156929761,-0.05358253567336302,True,False
0001104659-26-087536,CTO,"2.02,7.01,9.01",2026-07-28 20:10:41+00:00,91662,ADMINISTRATIVE,False,83600000.0,HIGH,True,atm,149545000.0,531974688.934536,0.5590290547995587,CTO|2026-07-28 20:10:00+00:00,False,False,0.019299747961178726,-0.03590669298716387,True,False
0001058290-26-000025,CTSH,"7.01,9.01",2026-07-10 21:13:29+00:00,4939,ADMINISTRATIVE,False,,NONE,False,,21108000000.0,33225574997.923553,,CTSH|2026-07-10 21:13:00+00:00,False,False,0.025242343329812122,-0.06130262500527672,False,False
0001193125-26-301052,CUE,"1.01,3.02,5.02,8.01,9.01",2026-07-10 21:29:46+00:00,22740,DILUTION_OFFERING,True,50.0,HIGH,True,going_concern,27466000.0,1650649982.7427368,1.8204325347702615e-06,CUE|2026-07-10 21:29:00+00:00,False,True,0.02304920493590701,-0.28630930405871735,True,False
0001488813-26-000082,CUBI,"2.02,7.01,9.01",2026-07-23 20:35:01+00:00,4679,ADMINISTRATIVE,False,,NONE,False,,,2150397320.0,,CUBI|2026-07-23 20:35:00+00:00,False,False,0.03991377408719132,-0.00868827943001027,False,False
0001488813-26-000089,CUBI,"5.02,9.01",2026-07-27 21:03:47+00:00,6462,ADMINISTRATIVE,False,,NONE,False,,,2150397320.0,,CUBI|2026-07-27 21:03:00+00:00,False,False,0.011886568968520583,-0.005212352441153922,False,False
0001488813-26-000078,CUBI,"5.02,9.01",2026-07-08 21:12:36+00:00,5744,ADMINISTRATIVE,False,,NONE,False,,,2150397320.0,,CUBI|2026-07-08 21:12:00+00:00,False,False,0.06198888112845813,-0.012265896978620905,False,False
0001193125-26-318911,CTS,"2.02,7.01,9.01",2026-07-28 12:00:18+00:00,80478,EARNINGS,False,,NONE,False,,541318000.0,1169338135.8166656,,CTS|2026-07-28 12:00:00+00:00,False,False,0.03211720577169541,-0.04583721008241026,False,False
0001628280-26-047438,CURI,"7.01,9.01",2026-07-07 13:02:00+00:00,7348,ADMINISTRATIVE,False,,NONE,False,,71658000.0,251415050.05937576,,CURI|2026-07-07 13:02:00+00:00,False,False,0.010638287978706584,-0.1560283082332955,False,False
0001193125-26-297738,CVEO,"1.01,2.03,3.02,9.01",2026-07-07 22:10:07+00:00,13440,DEBT_SETTLEMENT,True,96.2,HIGH,False,,638849000.0,292079670.37574387,1.5058331467999481e-07,CVEO|2026-07-07 22:10:00+00:00,False,False,0.1279657731996584,-0.03796269344412728,True,False
0001213900-26-079824,CVKD,"7.01,8.01,9.01",2026-07-21 12:30:30+00:00,17341,FDA_APPROVAL,False,,NONE,False,,,24859042.766975403,,CVKD|2026-07-21 12:30:00+00:00,False,False,0.11457939566686504,-0.13084115741741886,False,True
0001193125-26-313195,CVBF,"5.02,9.01",2026-07-23 10:05:13+00:00,10458,ADMINISTRATIVE,False,,NONE,False,,,2559272771.3714066,,CVBF|2026-07-23 10:05:00+00:00,False,False,0.05308923694096901,-0.00961102920617718,False,False
0001193125-26-318826,CURB,"2.02,9.01",2026-07-28 10:45:17+00:00,67025,DILUTION_OFFERING,False,374100000.0,HIGH,False,,182893000.0,2470439417.2765656,2.0454582734166973,CURB|2026-07-28 10:45:00+00:00,False,False,0.04213942069154841,-0.011345231025668201,True,False
0001213900-26-079176,CVKD,"5.02,9.01",2026-07-17 20:15:14+00:00,6113,ADMINISTRATIVE,False,,NONE,False,,,24859042.766975403,,CVKD|2026-07-17 20:15:00+00:00,False,False,0.08418180543332099,-0.15454546636786315,False,False
0001213900-26-077134,CVKD,"5.02,9.01",2026-07-10 20:05:16+00:00,3900,ADMINISTRATIVE,False,,NONE,False,,,24859042.766975403,,CVKD|2026-07-10 20:05:00+00:00,False,True,-0.02208207254783867,-0.41324922096543126,False,False
0001193125-26-313203,CVBF,"2.02,7.01,9.01",2026-07-23 10:10:22+00:00,141288,FDA_APPROVAL,False,,NONE,False,,,2559272771.3714066,,CVBF|2026-07-23 10:10:00+00:00,False,False,0.05308923694096901,-0.00961102920617718,False,True
0001104659-26-087540,CVSA,"5.02,9.01",2026-07-28 20:15:14+00:00,13519,ADMINISTRATIVE,False,32986.0,HIGH,False,,1788290000.0,5071193379.078125,1.8445554132718966e-05,CVSA|2026-07-28 20:15:00+00:00,False,False,0.07174684958835575,0.010505369508908124,False,False
0001104659-26-080749,CWCO,9.01,2026-07-06 20:10:09+00:00,5720,ADMINISTRATIVE,False,,NONE,False,,132073368.0,550430264.4321327,,CWCO|2026-07-06 20:10:00+00:00,False,False,0.03465763624982565,-0.03601016083124409,False,False
0001628280-26-049837,CWBC,"7.01,9.01",2026-07-27 20:46:08+00:00,3616,ADMINISTRATIVE,False,,NONE,False,,,411688540.9172516,,CWBC|2026-07-27 20:46:00+00:00,False,False,0.011897807780479441,-0.033157806665906286,False,False
0001193125-26-301454,CXW,"8.01,9.01",2026-07-13 11:00:07+00:00,10139,DEBT_SETTLEMENT,False,,NONE,False,,2211182000.0,1961338214.6878967,,CXW|2026-07-13 11:00:00+00:00,False,False,0.01721807355819327,-0.06457130742093098,False,False
0001193125-26-295590,CXW,"1.01,2.01,7.01,9.01",2026-07-06 12:00:30+00:00,22376,DEBT_SETTLEMENT,False,732.6,HIGH,False,,2211182000.0,1961338214.6878967,3.313160110746198e-07,CXW|2026-07-06 12:00:00+00:00,False,False,-0.0006133939878028016,-0.11963183723083859,False,False
0001169561-26-000020,CVLT,"2.02,9.01",2026-07-28 11:48:28+00:00,3303,ADMINISTRATIVE,False,,NONE,False,,1183690000.0,7554585175.871933,,CVLT|2026-07-28 11:48:00+00:00,False,False,0.009609275363154923,-0.08616889193680077,False,False
0001104659-26-085807,CWCO,"8.01,9.01",2026-07-22 20:12:33+00:00,12046,COMMERCIAL_CONTRACT,True,6000000.0,HIGH,False,,132073368.0,550430264.4321327,0.045429295026382606,CWCO|2026-07-22 20:12:00+00:00,False,False,0.04436864089623782,-0.005972670362366261,False,False
0001628280-26-049383,CWBC,"2.02,8.01,9.01",2026-07-23 20:04:47+00:00,3863,ADMINISTRATIVE,False,,NONE,False,,,411688540.9172516,,CWBC|2026-07-23 20:04:00+00:00,False,False,0.006132611976862767,-0.056343399952363815,False,False
0001401914-26-000040,DARE,3.01,2026-07-17 20:07:20+00:00,4314,ADMINISTRATIVE,False,,NONE,False,,1030193.0,26150234.65130329,,DARE|2026-07-17 20:07:00+00:00,False,True,-0.010257774719028667,-0.3969588113482324,True,False
0001401914-26-000040,DARE,3.01,2026-07-17 20:07:20+00:00,4314,ADMINISTRATIVE,False,,NONE,False,,1030193.0,26150234.65130329,,DARE|2026-07-17 20:07:00+00:00,False,True,-0.010257774719028667,-0.3969588113482324,True,False
0001590895-26-000024,CZR,5.02,2026-07-07 23:51:16+00:00,3091,ADMINISTRATIVE,False,,NONE,False,,11486000000.0,4702688823.737961,,CZR|2026-07-07 23:51:00+00:00,False,False,0.0013164063806947457,-0.03060721731677951,False,False
0001493152-26-034483,DARE,"7.01,9.01",2026-07-24 13:00:42+00:00,5875,ADMINISTRATIVE,False,,NONE,False,,1030193.0,26150234.65130329,,DARE|2026-07-24 13:00:00+00:00,False,False,0.05468754220055505,-0.07812502037268176,False,False
0001654954-26-006627,DAIO,"1.02,2.04,3.02,5.02,5.07,9.01",2026-07-13 17:20:28+00:00,73225,DILUTION_OFFERING,True,,NONE,True,convertible,21500000.0,29195630.94519496,,DAIO|2026-07-13 17:20:00+00:00,False,False,0.02589932519650162,-0.16834527072893513,True,False
0001104659-26-086259,CZNC,"2.02,9.01",2026-07-23 20:10:03+00:00,100596,EARNINGS,False,10808000.0,HIGH,False,,,295714805.2941265,,CZNC|2026-07-23 20:10:00+00:00,False,False,0.08439354442565228,0.0033927024582229848,False,False
0001628280-26-048619,DAKT,5.02,2026-07-17 18:21:52+00:00,6898,ADMINISTRATIVE,False,,NONE,False,,838706000.0,892471047.1994934,,DAKT|2026-07-17 18:21:00+00:00,False,False,0.03807306908741692,-0.01579903135738403,False,False
0001193125-26-312454,CYH,"2.02,7.01,9.01",2026-07-22 20:33:42+00:00,77303,MA_ACTIVITY,False,5000000.0,HIGH,False,,12485000000.0,428764486.94231987,0.00040048057669203043,CYH|2026-07-22 20:33:00+00:00,False,False,0.07269509467289192,-0.06737582386514229,False,True
0001590895-26-000027,CZR,"2.02,9.01",2026-07-28 20:11:18+00:00,20557,MA_ACTIVITY,False,,NONE,False,,11486000000.0,4702688823.737961,,CZR|2026-07-28 20:11:00+00:00,False,False,0.0006697438046303628,-0.007870080560885673,False,True
0001193125-26-300962,DAN,"1.01,2.03,8.01,9.01",2026-07-10 20:30:17+00:00,9466,DEBT_SETTLEMENT,True,,NONE,False,,7500000000.0,2741110879.6688595,,DAN|2026-07-10 20:30:00+00:00,False,False,0.017090884121981453,-0.06254542957652698,False,False
0000029644-26-000068,DCI,5.02,2026-07-24 20:10:38+00:00,2924,ADMINISTRATIVE,False,,NONE,False,,3690900000.0,10787497680.617882,,DCI|2026-07-24 20:10:00+00:00,False,False,0.03730415307315882,-0.021370518002898353,False,False
0001493152-26-032963,DARE,"7.01,9.01",2026-07-13 13:00:19+00:00,5911,ADMINISTRATIVE,False,,NONE,False,,1030193.0,26150234.65130329,,DARE|2026-07-13 13:00:00+00:00,False,True,0.028846242018708557,-0.43754808490269315,False,False
0001493152-26-034517,DBGI,"1.01,9.01",2026-07-24 16:34:15+00:00,11556,ADMINISTRATIVE,True,,NONE,False,,7380921.0,35750915.3313303,,DBGI|2026-07-24 16:34:00+00:00,False,True,0.0332779963644505,-0.459401849554271,False,False
0001493152-26-034823,DBGI,"7.01,9.01",2026-07-27 20:40:41+00:00,14776,ADMINISTRATIVE,False,286.0,HIGH,True,reverse_split,7380921.0,35750915.3313303,3.874855184061718e-05,DBGI|2026-07-27 20:40:00+00:00,True,False,0.40226994550098083,-0.015775662364851506,True,False
0001213900-26-078551,DFNS,"3.03,5.03,9.01",2026-07-16 14:05:27+00:00,9068,ADMINISTRATIVE,False,,NONE,True,reverse_split,5913461.0,0.0,,DFNS|2026-07-16 14:05:00+00:00,False,True,0.06870229007633588,-0.49801525086846965,True,False
0001367859-26-000041,CZWI,"2.02,8.01,9.01",2026-07-27 12:54:38+00:00,86632,EARNINGS,False,,NONE,False,,,161576606.4734745,,CZWI|2026-07-27 12:54:00+00:00,False,False,-0.017174817954267563,-0.11893518028661498,False,False
0001193125-26-306222,DBVT,"2.02,9.01",2026-07-16 21:02:04+00:00,22433,EARNINGS,False,,NONE,True,going_concern,5636000.0,2190209383.6792088,,DBVT|2026-07-16 21:02:00+00:00,False,False,0.020930204411374165,-0.12491694954251831,True,False
0001493152-26-034260,DBGI,"3.03,5.03,8.01,9.01",2026-07-22 20:50:20+00:00,10990,ADMINISTRATIVE,False,,NONE,True,"convertible,reverse_split",7380921.0,35750915.3313303,,DBGI|2026-07-22 20:50:00+00:00,False,True,0.16718275638659175,-0.5680598218567794,True,False
0000910521-26-000015,DECK,2.02,2026-07-23 20:07:23+00:00,18383,EARNINGS,False,,NONE,False,,5472296000.0,15109366570.24324,,DECK|2026-07-23 20:07:00+00:00,False,False,0.08324723800866352,-0.05184875706351366,False,False
0000882184-26-000092,DHI,"2.02,9.01",2026-07-21 15:54:47+00:00,4031,ADMINISTRATIVE,False,,NONE,False,,34250400000.0,46280698279.601456,,DHI|2026-07-21 15:54:00+00:00,False,False,0.054101221640488584,-0.030855135559827662,False,False
0001193125-26-304949,DCOY,5.07,2026-07-15 21:14:18+00:00,4925,ADMINISTRATIVE,False,,NONE,False,,,223862997.56981277,,DCOY|2026-07-15 21:14:00+00:00,False,True,0.030502875685763042,-0.4113767684152504,False,False
0000846617-26-000040,DCOM,"8.01,9.01",2026-07-23 20:31:17+00:00,5953,ADMINISTRATIVE,False,,NONE,False,,19907000.0,1156091528.01725,,DCOM|2026-07-23 20:31:00+00:00,False,False,0.034353031474216866,-0.024322998864678036,False,False
0001628280-26-049412,DK,"8.01,9.01",2026-07-23 20:38:45+00:00,3192,ADMINISTRATIVE,False,,NONE,False,,10722900000.0,2298423416.3988266,,DK|2026-07-23 20:38:00+00:00,False,False,0.010750989735529126,-0.07747661205671652,False,False
0001628280-26-046943,DK,5.02,2026-07-02 20:30:34+00:00,6025,ADMINISTRATIVE,False,,NONE,False,,10722900000.0,2298423416.3988266,,DK|2026-07-02 20:30:00+00:00,False,False,0.10708189482472963,-0.023542774005650968,False,False
0001022079-26-000067,DGX,"2.02,9.01",2026-07-23 10:46:37+00:00,28635,EARNINGS,False,,NONE,False,,11035000000.0,20439088409.476776,,DGX|2026-07-23 10:46:00+00:00,False,False,0.052740019541417604,-0.03551076671098252,False,False
0001213900-26-075755,DGXX,"7.01,9.01",2026-07-07 12:00:46+00:00,14303,ADMINISTRATIVE,False,250.0,HIGH,False,,34188226.0,37633223.527765274,7.312458973448929e-06,DGXX|2026-07-07 12:00:00+00:00,False,False,0.010638338885950116,-0.09999995941811257,False,False
0000846617-26-000038,DCOM,"2.02,9.01",2026-07-23 11:00:22+00:00,76182,DILUTION_OFFERING,False,,NONE,False,,19907000.0,1156091528.01725,,DCOM|2026-07-23 11:00:00+00:00,False,False,0.06782290601713914,-0.028993080911573377,True,False
0001437749-26-023709,DJT,"7.01,9.01",2026-07-16 20:02:22+00:00,4657,ADMINISTRATIVE,False,,NONE,False,,3682600.0,4427536861.248611,,DJT|2026-07-16 20:02:00+00:00,False,False,0.06759658101606836,-0.057939911967262336,False,False
0001193125-26-304836,DIOD,"7.01,9.01",2026-07-15 20:30:14+00:00,6888,ADMINISTRATIVE,False,,NONE,False,,1482073000.0,2478184367.946396,,DIOD|2026-07-15 20:30:00+00:00,False,False,0.022362816971957855,-0.13502112489141394,False,False
0001437749-26-023318,DJT,"5.02,9.01",2026-07-10 20:03:53+00:00,4452,ADMINISTRATIVE,False,,NONE,False,,3682600.0,4427536861.248611,,DJT|2026-07-10 20:03:00+00:00,False,False,0.15807967066744588,-0.030444991808339594,False,False
0000313616-26-000163,DHR,"2.02,9.01",2026-07-20 21:55:01+00:00,41016,EARNINGS,False,,NONE,False,,24568000000.0,147578237069.43207,,DHR|2026-07-20 21:55:00+00:00,False,False,0.1537891746697695,-0.011283288194577135,False,False
0001437749-26-023862,DJT,7.01,2026-07-20 20:02:53+00:00,4657,ADMINISTRATIVE,False,,NONE,False,,3682600.0,4427536861.248611,,DJT|2026-07-20 20:02:00+00:00,False,False,0.007099457498574102,-0.11850912649909917,False,False
0001193125-26-321208,DIOD,"5.02,7.01,9.01",2026-07-28 17:00:14+00:00,10616,ADMINISTRATIVE,False,,NONE,False,,1482073000.0,2478184367.946396,,DIOD|2026-07-28 17:00:00+00:00,False,False,0.01071950564232993,-0.08403162908434858,False,False
