ticker,et,verdict,entry,gap,adv,max_up,max_dn,prior_mom,cik,revenue,concept,period,market_cap,as_of,rev_per_cap,cash,rnd,opcf,net_income,liabilities,equity,opex,burn_annual,runway_years,cash_per_cap,liab_per_cash,equity_per_cap,is_profitable,pre_revenue,log_cap,log_price,log_adv,up,dn,burn_rank,tercile,q,capq
SGMT,2025-12-17 12:05:40+00:00,POSITIVE,6.449999809265137,0.02870810668041246,2867342.0540332794,0.027907024883507603,-0.1581395366029824,-0.13873629117772024,0001400118,,,,144478568.22015285,2025-02-06,,35021000.0,39054000.0,-45650000.0,-51038000.0,4454000.0,111381000.0,56889000.0,45650000.0,0.7671631982475356,0.24239581296677767,0.12718083435652894,0.7709171081366227,False,True,8.159803429140748,0.8095597017926166,6.45747950435848,False,False,0.31215469613259667,LOW,2025Q4,small
INSM,2025-12-17 21:02:43+00:00,MIXED,167.75,-0.154741538219052,457484899.5437622,0.10992549890555137,-0.0873919741407414,0.4075177781125332,0001104506,606423000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,41053211194.94586,2025-10-30,0.014771633749192752,510445000.0,771093000.0,-935014000.0,-1276775000.0,1525582000.0,738976000.0,1853192000.0,935014000.0,0.5459223070456699,0.01243374111652542,2.9887294419575077,0.01800044329031627,False,False,10.613347133433551,2.2246625288410296,8.660376763641702,False,False,0.9889196675900277,HIGH,2025Q4,large
TENX,2025-12-17 22:00:18+00:00,SILENT,12.010000228881836,0.018659903964429736,1667255.0024032593,0.5303912415060654,-0.08950872512724528,0.8138461479773889,0000034956,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,32074375.957250595,2025-11-09,0.0,97600000.0,32672000.0,-35800000.0,-52600000.0,7156000.0,97071000.0,56385000.0,35800000.0,2.7262569832402233,3.0429274798700163,0.07331967213114754,3.0264345635088357,False,True,7.50615821544575,1.0795430156795187,6.222002029142346,True,False,0.2845303867403315,LOW,2025Q4,small
SGMT,2025-12-18 12:05:52+00:00,POSITIVE,5.920000076293945,-0.006711402952518042,3148554.0269851685,0.1199324373305497,-0.08277031108791366,-0.16526608549075994,0001400118,,,,144478568.22015285,2025-02-06,,35021000.0,39054000.0,-45650000.0,-51038000.0,4454000.0,111381000.0,56889000.0,45650000.0,0.7671631982475356,0.24239581296677767,0.12718083435652894,0.7709171081366227,False,True,8.159803429140748,0.7723217123198859,6.498111149891606,False,False,0.3140495867768595,LOW,2025Q4,small
PYXS,2025-12-18 12:25:28+00:00,POSITIVE,1.75,0.011560682489023755,3021003.497171402,0.23714283534458702,-0.411428587777274,-0.16019414217108596,0001782223,13858000.0,Revenues,CY2025,283422887.59611845,2025-11-11,0.04889513376120789,15422000.0,73696000.0,-63502000.0,-79621000.0,38112000.0,53408000.0,,63502000.0,0.24285849264590093,0.054413389584741526,2.4712748022305795,0.18843926280261156,False,False,8.452434918442636,0.24303804868629444,6.480151228021167,False,True,0.40384615384615385,MID,2025Q4,mid
OVID,2025-12-18 13:39:41+00:00,POSITIVE,1.2999999523162842,-0.0298508060193573,2371652.4733006954,0.4461538955304767,0.0,-0.049645343900631245,0001636651,7252000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,94575656.67168927,2025-11-06,0.07667935127508185,13153000.0,25582000.0,-38334000.0,-17400000.0,20274000.0,130660000.0,49691000.0,38334000.0,0.3431157718996191,0.13907384270837722,1.5413973998327377,1.3815394425816594,False,False,7.975779365432939,0.11394333637700982,6.375051050634316,False,False,0.2958904109589041,LOW,2025Q4,small
GANX,2025-12-18 14:00:45+00:00,POSITIVE,2.380000114440918,0.057777828640408035,5087875.929546356,0.4495797822657457,-0.2647059177091301,0.3005780203430306,0001819411,,,,65426464.805579424,2025-10-29,,20837628.0,10212782.0,-18465432.0,-20161099.0,4254227.0,18564748.0,18710702.0,18465432.0,1.128466856339998,0.31848928506103563,0.20416080947409176,0.28374982593308085,False,True,7.815753454657105,0.37657697793930944,6.706536512276686,False,False,0.11202185792349727,LOW,2025Q4,small
TVRD,2025-12-18 22:21:05+00:00,SILENT,3.9200000762939453,0.00771207469941948,399185.4885339737,0.24744892125326423,-0.013775545455474325,-0.8943221961483891,0001346830,7137000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,36947086.55658102,2025-11-06,0.19316814030980087,20734000.0,18011000.0,-23499000.0,-18210000.0,11127000.0,20946000.0,26748000.0,23499000.0,0.882335418528448,0.5611809193195196,0.5366547699430887,0.5669188548310339,False,False,7.567580198014041,0.5932860754730183,5.601174745129938,False,False,0.18579234972677597,LOW,2025Q4,small
VSTM,2025-12-19 22:21:51+00:00,SILENT,7.71999979019165,-0.005154695555459998,16278081.521320343,0.15025911344234255,-0.2085491839938609,-0.12710911932524915,0001526119,30914000.0,Revenues,CY2025,502209393.8089371,2025-11-05,0.06155599712211092,204990000.0,114599000.0,-137509000.0,-209471000.0,189245000.0,57197000.0,201043000.0,137509000.0,1.4907387880066032,0.4081763553749601,0.9231913751890336,0.11389074100386162,False,False,8.700884831915793,0.8876172885328074,7.211603219115809,False,False,0.670299727520436,HIGH,2025Q4,mid
ENGN,2025-12-22 21:04:41+00:00,POSITIVE,8.770000457763672,0.0,2069237.9847049713,0.3968072246969665,-0.07867736579726081,0.35969003365952945,0001980845,,,,421308251.89626694,2025-12-09,,36613000.0,94480000.0,-99239000.0,-117302000.0,55567000.0,281546000.0,123165000.0,99239000.0,0.36893761525206825,0.0869031162698772,1.5176849752820036,0.6682660468499945,False,True,8.624599965459431,0.94299961603471,6.315810442091748,False,False,0.5454545454545454,MID,2025Q4,mid
TNXP,2025-12-29 12:45:44+00:00,POSITIVE,16.149999618530273,-0.007985323257502897,7479597.596073151,0.23529419406605512,-0.07554175493321269,-0.32166663805643714,0001430306,13107000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,149020232.0,2025-11-09,0.08795450003057304,207637000.0,44486000.0,-99844000.0,-124021000.0,32021000.0,245150000.0,138810000.0,99844000.0,2.0796141981491125,1.3933477167046686,0.15421625240202855,1.645078636033797,False,False,8.173245235187197,1.208172516408905,6.873878233358318,False,False,0.5481049562682215,MID,2025Q4,small
PRAX,2025-12-29 13:04:41+00:00,POSITIVE,304.0,-0.0019042176040283687,156412394.13986206,0.07536185415167562,-0.1219408135665091,4.600955876973139,0001689548,0.0,Revenues,CY2025,4119921972.952072,2025-10-29,0.0,357329000.0,267115000.0,-249068000.0,-303000000.0,59771000.0,878136000.0,326198000.0,249068000.0,1.4346644289912796,0.0867319823884822,0.16727161803268137,0.21314384247204177,False,True,9.614888991024095,2.482873583608754,8.194271163642506,False,False,0.8546511627906976,HIGH,2025Q4,large
RARE,2025-12-29 13:45:24+00:00,MIXED,19.850000381469727,0.006592346482851896,54335884.249687195,0.3007556271347771,-0.002518949292104611,-0.3681512370448795,0001515673,673000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3333495146.0751457,2025-10-29,0.20189019947798323,421000000.0,750000000.0,-466000000.0,-575000000.0,1605000000.0,-80000000.0,,466000000.0,0.9034334763948498,0.12629386921282457,3.812351543942993,-0.02399883500481227,False,False,9.522899827082908,1.2977605194452395,7.735086739062652,False,False,0.9622093023255814,HIGH,2025Q4,large
CORT,2025-12-31 19:51:29+00:00,POSITIVE,35.7599983215332,0.02758618119308176,82169599.6433258,0.3159956258989367,-0.054809820371060414,-0.614703284381712,0001088856,761407000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7760628001.634499,2025-10-22,0.098111518789412,120495000.0,254908000.0,141996000.0,99652000.0,188846000.0,647805000.0,716610000.0,254908000.0,0.47269995449338587,0.015526449660339607,1.5672517531847794,0.08347327044455205,True,False,9.889896866439763,1.5533974897394034,7.91471117095661,False,False,0.8676470588235294,HIGH,2025Q4,large
CLYM,2025-12-31 21:12:49+00:00,SILENT,4.099999904632568,0.02499997615814209,3285122.951245308,0.41707318973711494,-0.15609753204200405,1.4242424592717846,0001768446,,,,140949322.83000946,2025-10-29,,35685000.0,46713000.0,-54356000.0,-59851000.0,7269000.0,160475000.0,67883000.0,54356000.0,0.6565052616086541,0.25317610105184785,0.20369903320722993,1.1385297692670668,False,True,8.149062993709595,0.6127838466178941,6.516551628400558,False,False,0.36363636363636365,MID,2025Q4,small
IRWD,2026-01-02 12:05:39+00:00,POSITIVE,4.519999980926514,0.058548009629207254,7071617.401361465,0.23230092813399383,-0.14380533144033203,1.7025315600926842,0001446847,296151000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,245275534.75090742,2025-10-29,1.2074216872088763,215456000.0,95136000.0,127044000.0,24020000.0,242218000.0,-261835000.0,197649000.0,95136000.0,2.2647157753111333,0.8784243410938192,1.1242109757908807,-1.0675137260057745,True,False,8.38965423123709,0.6551384329787472,6.849518755826801,False,False,0.5087719298245614,MID,2026Q1,mid
NMRA,2026-01-05 11:44:27+00:00,POSITIVE,1.6799999475479126,0.027522909692437203,1421206.511759758,0.8452380960828323,-0.10714282926653429,-0.16153848693215578,0001885522,,,,474500111.9210236,2025-10-30,,182530000.0,176065000.0,-206440000.0,236928000.0,87176000.0,103871000.0,241156000.0,206440000.0,0.8841794225925208,0.38467851832747413,0.4775982030351175,0.2189061654368765,True,True,8.676236319200987,0.2253092681665459,6.152657188695458,True,False,0.8100890207715133,HIGH,2026Q1,mid
PLX,2026-01-05 11:56:10+00:00,POSITIVE,1.7899999618530273,0.0,961355.4770588875,0.6927374502584245,-0.03910610879026677,-0.30078124927240424,0001006281,52744000.0,Revenues,CY2025,180194579.1396153,2025-10-30,0.2927058086421889,14680000.0,19569000.0,-11993000.0,-6604000.0,34116000.0,48230000.0,,11993000.0,1.2240473609605604,0.08146748958871783,2.3239782016348776,0.26765511054930935,False,False,8.255741721797518,0.2528530217245748,5.98288400492037,True,False,0.05029585798816568,LOW,2026Q1,small
GYRE,2026-01-05 12:06:09+00:00,POSITIVE,8.0,0.010101000370632551,560510.4964017868,0.047500014305114746,-0.14625000953674316,0.1076923035882762,0001124105,116588000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,726201200.1059446,2025-10-29,0.16054503900983794,37070000.0,13698000.0,1010000.0,9880000.0,23850000.0,106031000.0,105101000.0,13698000.0,2.7062344867863923,0.051046459293363745,0.6433773941192339,0.14600774549054898,True,False,8.86105696228406,0.9030899869919435,5.748583749824289,False,False,0.07396449704142012,LOW,2026Q1,mid
ZBIO,2026-01-05 12:16:12+00:00,MIXED,15.75,-0.051776073374470544,11286981.733322144,0.5053967672681052,-0.12761906215122765,-0.4016570434653556,0001953926,10000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1179509876.7682858,2025-10-29,0.00847809772258863,110641000.0,168063000.0,-172333000.0,-377737000.0,141496000.0,242144000.0,393057000.0,172333000.0,0.6420186499393615,0.09380252101249287,1.2788749197856129,0.20529204949385013,False,False,9.071701581854091,1.1972805581256194,7.052577822189709,True,False,0.7374631268436578,HIGH,2026Q1,large
JBIO,2026-01-05 12:17:43+00:00,MIXED,12.9399995803833,-0.013719535575141606,5544925.9702682495,0.35278205010946984,-0.03786706236536441,0.3957447253184512,0001798749,,,,292009227.2769451,2025-11-06,,88438000.0,93121000.0,-94689000.0,-127410000.0,17263000.0,332518000.0,113542000.0,94689000.0,0.9339838840836845,0.30286029254864716,0.19519889640199914,1.1387242899849732,False,True,8.465396575051654,1.1119342622494344,6.743895752303282,False,False,0.5058823529411764,MID,2026Q1,mid
TELO,2026-01-05 13:00:54+00:00,POSITIVE,1.4700000286102295,-0.013422805905036084,287791.0013079643,0.006802714468455484,-0.27210882202248043,-0.22797924868868236,0001971532,,,,43579310.2696383,2025-11-12,,754323.0,2435569.0,-3688188.0,-10413205.0,1427991.0,5913370.0,10538849.0,3688188.0,0.20452401016434085,0.017309200061514898,1.893076308159767,0.13569214297822066,False,True,7.639280352379706,0.1673173432007371,5.459077210228126,False,False,0.008823529411764706,LOW,2026Q1,small
GNLX,2026-01-05 13:15:29+00:00,POSITIVE,3.6600000858306885,0.05172415683064435,441005.5082798004,0.013661188837086113,-0.3674863379968918,-0.3862433911379941,0001231457,8000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,305209416.558115,2025-11-02,2.621151106744021e-05,5333000.0,19851000.0,-25268000.0,-32145000.0,7483000.0,11544000.0,33222000.0,25268000.0,0.21105746398606934,0.01747324856533233,1.4031501968873055,0.03782321047031622,False,True,8.484597928680419,0.5634810955790538,5.644444013958955,False,True,0.1935483870967742,LOW,2026Q1,mid
MTVA,2026-01-05 13:32:38+00:00,POSITIVE,8.5,-0.02634588250819203,391908.5000514984,0.07294116300695075,-0.808235294678632,-0.22947929381973586,0001638287,,,,266175899.0,2025-11-05,,10278000.0,6802000.0,-15701000.0,-12973000.0,5790000.0,5333000.0,13708000.0,15701000.0,0.6546079867524361,0.03861356358187786,0.5633391710449503,0.020035623135060774,False,True,8.425168729556537,0.9294189257142927,5.593184682935691,False,True,0.0935672514619883,LOW,2026Q1,mid
CRNX,2026-01-05 21:01:16+00:00,POSITIVE,47.400001525878906,-0.016189264723044938,44902819.61936951,0.2023206718116255,-0.084388182937423,0.05288466067324582,0001658247,7696000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4175763588.3301163,2025-10-27,0.0018430162142099675,101536000.0,332058000.0,-377922000.0,-465300000.0,134174000.0,992083000.0,339893000.0,377922000.0,0.26866919628918134,0.024315552797040445,1.321442641033722,0.23758121814475924,False,False,9.62073590302341,1.6757783556546921,7.652273612867143,False,False,0.9300291545189504,HIGH,2026Q1,large
ALKS,2026-01-06 12:06:35+00:00,POSITIVE,29.0,0.007644173318473113,45638529.059791565,0.2186206949168239,-0.0024137825801454627,-0.07785961131399399,0001520262,1475899000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4958942640.293404,2025-10-23,0.29762372889892436,388570000.0,323964000.0,520754000.0,241700000.0,667698000.0,1819295000.0,1221943000.0,323964000.0,1.199423392722648,0.07835742983649628,1.7183467586277892,0.3668715554839244,True,False,9.695389084869426,1.462397997898956,7.659331638561464,False,False,0.9125364431486881,HIGH,2026Q1,large
DNLI,2026-01-06 13:02:38+00:00,NEGATIVE,17.479999542236328,0.015688580600057955,24992447.192001343,0.35983987873277856,-0.04805492989620663,0.11971367681286393,0001714899,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2245820539.881998,2025-11-03,0.0,205326000.0,418778000.0,-412600000.0,-512540000.0,131093000.0,1013761000.0,555342000.0,412600000.0,0.4976393601551139,0.09142582693218597,0.6384627373055531,0.45139893504280887,False,True,9.351375049497628,1.242541416925144,7.397808783135146,False,False,0.9447674418604651,HIGH,2026Q1,large
MIST,2026-01-06 13:05:44+00:00,SILENT,2.049999952316284,0.0,10788642.559194565,0.1073170896231741,-0.170731664767653,0.030150724870352308,0001408443,,,,157239384.8764211,2025-11-10,,73046000.0,18108000.0,-49041000.0,-63058.0,71792000.0,41769000.0,,49041000.0,1.4894883872677964,0.4645528221660809,0.9828327355365113,0.26563955355604735,False,True,8.196561336182786,0.3117538509539129,7.032966804633105,False,False,0.33043478260869563,LOW,2026Q1,small
MLYS,2026-01-06 13:05:47+00:00,POSITIVE,35.93000030517578,0.006160773630453198,43130175.0,0.049262467095184004,-0.226273337018149,-0.1529886334507511,0001933414,,,,2628604146.758423,2025-11-05,,172921000.0,132009000.0,-142416000.0,-154651000.0,15113000.0,646693000.0,170604000.0,142416000.0,1.2141964386024042,0.06578434421677568,0.08739829170546087,0.24602144860704778,False,True,9.419725188684271,1.555457220893382,7.6347812202924885,False,False,0.6734104046242775,HIGH,2026Q1,large
IONS,2026-01-07 11:02:27+00:00,POSITIVE,83.16999816894531,0.0,142116028.14483643,0.042924128573050835,-0.10785140577353547,0.17821224654607493,0000874015,943711000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11396472873.5,2025-10-22,0.08280728699792662,372260000.0,915619000.0,-268583000.0,-381387000.0,3034747000.0,489089000.0,1325395000.0,268583000.0,1.38601475149209,0.032664492262830636,8.152224251866974,0.042915821888829246,False,False,10.056770461108945,1.9199666919220435,8.152643061335691,False,False,0.8728323699421965,HIGH,2026Q1,large
RZLT,2026-01-07 11:10:48+00:00,MIXED,2.299999952316284,-0.021276576317181495,20120652.427875996,0.7782609727747745,-0.08260872224328253,-0.7087980181536109,0001509261,,,,163460458.06977654,2025-12-14,,11944000.0,61527000.0,-69100000.0,-74400000.0,10631000.0,127998000.0,79894000.0,69100000.0,0.1728509406657019,0.07306965942124946,0.8900703281982585,0.7830517637810691,False,True,8.213412711619963,0.3617278270137777,7.303642058950117,True,False,0.4207492795389049,MID,2026Q1,small
EYPT,2026-01-07 12:05:26+00:00,MIXED,17.5,0.007484119429227221,18022065.39554596,0.013714272635323654,-0.30800001961844303,0.30209899854189337,0001314102,31371000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,808518663.6975288,2025-10-29,0.03880058854366293,101821000.0,221039000.0,-240110000.0,-231962000.0,57883000.0,306113000.0,274805000.0,240110000.0,0.4240598059222856,0.12593524994754082,0.5684780153406468,0.3786096892310188,False,False,8.907690049532828,1.2430380486862944,7.255804561253888,False,True,0.8247126436781609,HIGH,2026Q1,mid
GLUE,2026-01-07 12:06:15+00:00,POSITIVE,23.360000610351562,0.0034364227382495116,14564178.222179413,0.10316779899158735,-0.23844176152786456,1.2384616865914304,0001826457,123672000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,803489157.6355934,2025-10-30,0.15391869177665865,129883000.0,141500000.0,-22798000.0,-38600000.0,215603000.0,233056000.0,177880000.0,22798000.0,5.697122554610053,0.16164872763461216,1.6599785961211244,0.2900549407359868,False,False,8.904980020724997,1.3684728497876355,7.163285984765854,False,False,0.15759312320916904,LOW,2026Q1,mid
RAPP,2026-01-07 12:30:35+00:00,MIXED,29.790000915527344,-0.010956172460533486,9033540.409183502,0.023833469709716892,-0.1537429234742812,0.15005728236107463,0002012593,,,,1055884836.7382812,2025-11-02,,52645000.0,94789000.0,-87473000.0,-111483000.0,27778000.0,484653000.0,125099000.0,87473000.0,0.6018428543664902,0.049858657088612916,0.5276474499002755,0.45900176149620125,False,True,9.0236165531443,1.4740705165620884,6.955857991601419,False,False,0.49570200573065903,MID,2026Q1,mid
ACET,2026-01-07 13:30:12+00:00,POSITIVE,8.34000015258789,-0.01301771114321626,1784821.007815361,0.07913667090369447,-0.23177458661535277,-0.4605464729330978,0001720580,,,,972404164.127037,2025-11-03,,38918000.0,99127000.0,-95246000.0,-116803000.0,33145000.0,159210000.0,122114000.0,95246000.0,0.40860508577788046,0.04002245304547633,0.851662469808315,0.16372821700422135,False,True,8.987846809954846,0.9211660585835515,6.251594669066791,False,False,0.5171428571428571,MID,2026Q1,mid
SABS,2026-01-07 13:30:26+00:00,SILENT,4.079999923706055,0.027707781940327303,528806.9974422455,0.14705880290496687,-0.16421564960882995,0.7186147735714961,0001833214,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,31337293.510712385,2025-10-30,0.0,10502680.0,34352332.0,-44775111.0,13273683.0,21315594.0,151494375.0,48953363.0,44775111.0,0.2345651359747606,0.33514955579714467,2.029538555873358,4.834315859096541,True,True,7.496061485300421,0.6106601549687918,5.723297193320337,False,False,0.301994301994302,LOW,2026Q1,small
ELVN,2026-01-07 14:15:22+00:00,POSITIVE,16.739999771118164,0.0820943427387073,12695996.726083755,0.8052568534375744,-0.02090802785275947,-0.2519342341036144,0001672619,,,,1341685116.953432,2025-10-29,,98896000.0,85856000.0,-70301000.0,-103700000.0,16568000.0,459600000.0,119658000.0,70301000.0,1.4067509708254506,0.07371029070111727,0.16752952596667206,0.3425542954844837,False,True,9.127650602259482,1.2237554477192412,7.103666801755303,True,False,0.4346590909090909,MID,2026Q1,large
AMLX,2026-01-08 12:03:58+00:00,POSITIVE,11.880000114440918,0.004226558838319905,19386100.22006035,0.4722221887740492,-0.009259230270842744,-0.16631428657262137,0001658551,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1263502518.2429352,2025-10-26,0.0,226651000.0,90404000.0,-123343000.0,-144735000.0,27386000.0,305259000.0,153291000.0,123343000.0,1.8375667853060165,0.17938310112368255,0.12082893964729916,0.2415974607035231,False,True,9.101576111834026,1.0748164448287656,7.2874904535734055,False,False,0.6011396011396012,MID,2026Q1,large
JSPR,2026-01-08 12:06:57+00:00,POSITIVE,1.6699999570846558,0.006024090761646228,942346.0164368153,0.029940163359560623,-0.3353293156708467,-0.3386454291121245,0001788028,,,,28930930.49498844,2025-11-09,,28692000.0,63104000.0,-77161000.0,-75.8,31628000.0,4151000.0,83883000.0,77161000.0,0.37184588069102265,0.9917413477236817,1.1023281751010734,0.14347965754917757,False,True,7.461362401927977,0.22271645998716566,5.97421039901017,False,True,0.4630681818181818,MID,2026Q1,small
CLYM,2026-01-08 12:07:49+00:00,POSITIVE,4.599999904632568,0.004366808135300104,4355984.615898132,0.35217389546630473,-0.18695650280986664,1.4361701783630956,0001768446,,,,140949322.83000946,2025-10-29,,35685000.0,46713000.0,-54356000.0,-59851000.0,7269000.0,160475000.0,67883000.0,54356000.0,0.6565052616086541,0.25317610105184785,0.20369903320722993,1.1385297692670668,False,True,8.149062993709595,0.662757822677759,6.639086337281546,False,False,0.35694050991501414,MID,2026Q1,small
IVVD,2026-01-08 12:10:43+00:00,POSITIVE,2.5299999713897705,0.007968119921316186,6838791.161727905,0.09881423036644188,-0.42292487958212477,0.5398772992674625,0001832038,53426000.0,Revenues,CY2025,224667057.14288557,2025-10-30,0.23780077363999877,226689000.0,38308000.0,-58135000.0,-52489000.0,35343000.0,241540000.0,108986000.0,58135000.0,3.8993549496860753,1.0089997300130589,0.15590963831504837,1.0751019890129394,False,False,8.351539396629544,0.403120516264646,6.834979341751162,False,True,0.3728813559322034,MID,2026Q1,small
IRD,2026-01-08 12:10:52+00:00,POSITIVE,2.009999990463257,0.004999995231628418,758584.0022325516,0.9751244017146685,-0.06467661484996656,0.0,0001228627,14196000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,119816110.0,2025-11-08,0.1184815631220209,45091000.0,,-35253000.0,-49591000.0,34895000.0,15348000.0,52795000.0,35253000.0,1.2790684480753411,0.3763350354138521,0.7738794881461932,0.12809629690030833,False,False,8.07851521549672,0.3031960553599143,5.880003679633071,True,False,0.2591549295774648,LOW,2026Q1,small
CGEM,2026-01-08 12:15:24+00:00,POSITIVE,11.170000076293945,0.002692974151403238,10120036.080932617,0.20232768249287902,-0.10116384124643951,0.439276572706333,0001789972,,,,454282070.17026377,2025-10-29,,88332000.0,187402000.0,-175750000.0,-219879000.0,39644000.0,408730000.0,241648000.0,175750000.0,0.5026002844950214,0.1944430691858329,0.4488067744418784,0.8997273430730142,False,True,8.657325596203178,1.048053176081951,7.005182060895283,False,False,0.75,HIGH,2026Q1,mid
ACRV,2026-01-08 12:30:25+00:00,POSITIVE,1.9500000476837158,0.010362746465985007,978028.4589648247,0.12307692495793754,-0.2512820500280417,0.10919536607459834,0001781174,,,,62911290.0,2025-11-06,,41499000.0,59990000.0,-63665000.0,-77905000.0,17201000.0,112516000.0,84114000.0,63665000.0,0.6518338176392052,0.6596431260589316,0.4144919154678426,1.788486613452053,False,True,7.798728590512264,0.2900346219824023,5.990351492202286,False,False,0.39215686274509803,MID,2026Q1,small
GRI,2026-01-08 13:01:16+00:00,POSITIVE,7.28000020980835,-0.08450703211868782,718306.4713039398,0.0615384534769714,-0.7115384829517948,-0.8513088966116458,0001824293,,,,130292797.08097458,2025-11-11,,8229000.0,6819000.0,-10186000.0,-11956000.0,2658000.0,6008000.0,11977000.0,10186000.0,0.8078735519340271,0.06315775073034795,0.3230040102078017,0.04611152830087866,False,True,8.114920407466599,0.8621313918293294,5.856309779058848,False,True,0.03910614525139665,LOW,2026Q1,small
COYA,2026-01-08 13:10:31+00:00,POSITIVE,5.150000095367432,0.005859416109161408,1292924.5113372803,0.03300972294095006,-0.23495145936703987,-0.2888888859454496,0001835022,7945753.0,Revenues,CY2025,96336470.38806725,2025-11-06,0.08247917915190926,46822786.0,,-10739301.0,-21226107.0,6922015.0,43028230.0,30500978.0,10739301.0,4.359947262861894,0.48603385417159445,0.1478343257917203,0.4466452821726974,False,False,7.98379073042489,0.7118072370834335,6.1115731689123205,False,False,0.05013927576601671,LOW,2026Q1,small
CRMD,2026-01-08 13:15:51+00:00,SILENT,7.610000133514404,0.013315566123152767,28092713.979530334,0.12089350634898333,-0.13929039739583005,-0.28747625654056363,0001410098,311709000.0,Revenues,CY2025,861449364.832367,2025-11-03,0.3618425095253936,144837000.0,19333000.0,175046000.0,163055000.0,420835000.0,405307000.0,125607000.0,19333000.0,7.491698132726427,0.1681317624840137,2.905576613710585,0.4704942815517316,True,False,8.93522975512105,0.8813846643900957,7.4485936975283105,False,False,0.13333333333333333,LOW,2026Q1,mid
VYGR,2026-01-08 13:16:44+00:00,SILENT,4.119999885559082,0.014778311237724884,1621397.008228302,0.029126186624347072,-0.19660193332010845,-0.184738970435809,0001640266,40374000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,250719002.0620165,2025-10-30,0.161032868143011,65300000.0,134674000.0,-132467000.0,-119721000.0,56200000.0,196081000.0,172218000.0,132467000.0,0.4929529618697487,0.2604509409456238,0.8606431852986217,0.782074746578237,False,False,8.399187250503655,0.6148972039697705,6.209889367329871,False,False,0.6454293628808865,MID,2026Q1,mid
ACRV,2026-01-08 14:00:32+00:00,POSITIVE,1.9500000476837158,0.010362746465985007,978028.4589648247,0.12307692495793754,-0.2512820500280417,0.10919536607459834,0001781174,,,,62911290.0,2025-11-06,,41499000.0,59990000.0,-63665000.0,-77905000.0,17201000.0,112516000.0,84114000.0,63665000.0,0.6518338176392052,0.6596431260589316,0.4144919154678426,1.788486613452053,False,True,7.798728590512264,0.2900346219824023,5.990351492202286,False,False,0.39502762430939226,MID,2026Q1,small
AVIR,2026-01-08 14:05:09+00:00,POSITIVE,3.619999885559082,0.0027700805412327334,1270836.4646315575,0.27762434978245953,-0.07734806084020818,0.149681456843771,0001593899,,,,257912047.25,2025-11-02,,95713000.0,148024000.0,-132031000.0,-158000000.0,39784000.0,275434000.0,180887000.0,132031000.0,0.7249282365505071,0.3711071313672417,0.41565931482661705,1.0679377056513206,False,True,8.411471628807185,0.5587085568035911,6.104089667723467,False,False,0.6391184573002755,MID,2026Q1,mid
ANIK,2026-01-08 21:02:04+00:00,SILENT,9.579999923706055,0.0031413332326732935,1443243.037891388,0.14300625224108487,-0.059498924776996476,0.043715911353102266,0000898437,112819000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,141008916.3499546,2025-10-21,0.8000841572316382,57481000.0,25770000.0,11188000.0,-11000000.0,21908000.0,143465000.0,74858000.0,25770000.0,2.2305393868839736,0.4076408888736099,0.38113463579269674,1.0174179315295915,False,False,8.14924657506072,0.9813655056198765,6.15933947116797,False,False,0.2032967032967033,LOW,2026Q1,small
VSTM,2026-01-08 21:16:07+00:00,POSITIVE,8.119999885559082,0.03176620122431428,12540540.370488167,0.02832518462465572,-0.2943349630750689,-0.12555556827121306,0001526119,30914000.0,Revenues,CY2025,502209393.8089371,2025-11-05,0.06155599712211092,204990000.0,114599000.0,-137509000.0,-209471000.0,189245000.0,57197000.0,201043000.0,137509000.0,1.4907387880066032,0.4081763553749601,0.9231913751890336,0.11389074100386162,False,False,8.700884831915793,0.9095560231203552,7.098316250598761,False,False,0.6602739726027397,MID,2026Q1,mid
