ticker,et,verdict,entry,gap,adv,max_up,max_dn,prior_mom,cik,revenue,concept,period,market_cap,as_of,rev_per_cap,cash,rnd,opcf,net_income,liabilities,equity,opex,burn_annual,runway_years,cash_per_cap,liab_per_cash,equity_per_cap,is_profitable,pre_revenue,log_cap,log_price,log_adv,up,dn,burn_rank,tercile,q,capq
MAZE,2025-09-11 11:48:53+00:00,POSITIVE,24.8799991607666,0.0032258034744816477,5054831.976699829,0.19614152864645318,-0.11535365870954217,1.001614087962945,0001842295,167500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,1421645578.9866333,2025-11-04,0.11782120837698246,189247000.0,108448000.0,-111940000.0,-131120000.0,42161000.0,354966000.0,142899000.0,111940000.0,1.6906110416294444,0.13311826998041074,0.22278292390368143,0.24968670479250124,False,False,9.152791338816003,1.3958503613694868,6.703706724159487,False,False,0.5628930817610063,MID,2025Q3,large
KAPA,2025-09-11 12:00:39+00:00,POSITIVE,1.8200000524520874,0.011111167036458314,1494313.5197222233,0.016483500288558606,-0.41758246580740355,2.1304347645808255,0001962011,,,,22298653.882842064,2025-10-26,,4491000.0,2135000.0,-3441000.0,-5447000.0,992000.0,6341000.0,5572000.0,3441000.0,1.3051438535309503,0.20140229197672097,0.22088621687820084,0.28436694131026224,False,True,7.348278646505599,0.260071400501367,6.174441725726085,False,True,0.003134796238244514,LOW,2025Q3,small
ENGN,2025-09-11 20:08:02+00:00,SILENT,6.059999942779541,0.0,400147.51496315,0.582508290947152,-0.08910890543760397,0.8646153670090895,0001980845,,,,421308251.89626694,2025-12-09,,36613000.0,94480000.0,-99239000.0,-117302000.0,55567000.0,281546000.0,123165000.0,99239000.0,0.36893761525206825,0.0869031162698772,1.5176849752820036,0.6682660468499945,False,True,8.624599965459431,0.7824726200655387,5.6022201241385305,True,False,0.5297805642633229,MID,2025Q3,mid
NTHI,2025-09-11 21:00:29+00:00,SILENT,9.850000381469727,0.009221326893165571,314154.9921512604,0.31878165157795824,-0.15248738584228416,0.8415094108758094,0001979414,39990.0,Revenues,CY2025,173964789.9782753,2025-11-16,0.00022987410271350854,58729.0,3638257.0,-20363948.0,-62146210.0,20331363.0,-17507729.0,58280435.0,20363948.0,0.002883969257827608,0.0003375913022821116,346.1894975225187,-0.10063949723496556,False,True,8.24046135710145,0.9934362473169208,5.497143965361903,False,False,0.1625,LOW,2025Q3,small
ALXO,2025-09-12 12:32:27+00:00,SILENT,1.059999942779541,0.0,684077.4858593941,1.141509531570445,-0.03773581510593205,1.176591309422283,0001810182,,,,84075283.18886876,2025-11-03,,16373000.0,76996000.0,-84142000.0,-101695000.0,33065000.0,25981000.0,104021000.0,84142000.0,0.19458772075776662,0.19474213322861245,2.0194832956697,0.3090206659385928,False,True,7.924668338813387,0.02530584182087377,5.8351052972979165,True,False,0.48909657320872274,MID,2025Q3,small
ATYR,2025-09-15 12:30:27+00:00,MIXED,1.0800000429153442,0.06403946614438505,22889596.847319603,0.11111111111111116,-0.368518560830456,-0.8055555504806601,0001339970,190000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,87012132.11336803,2025-10-30,0.0021836035433823084,10743000.0,60219000.0,-61986000.0,-74118000.0,15148000.0,67480000.0,77817000.0,61986000.0,0.1733133288161843,0.12346554140292705,1.4100344410313692,0.7755240374075694,False,True,7.939579810578964,0.03342377274426157,7.359638143547135,False,True,0.3729903536977492,MID,2025Q3,small
APVO,2025-09-16 21:07:43+00:00,POSITIVE,27.540000915527344,0.02000003390842009,313204.2268896103,0.6666666666666667,-0.13725492233060543,-0.5384615384615384,0001671584,,,,86998307.26982117,2025-11-09,,21619000.0,14540000.0,-25592000.0,-25967000.0,9813000.0,17381000.0,,25592000.0,0.8447561738043139,0.24849908783799304,0.45390628613719414,0.1997854963556204,False,True,7.939510802612552,1.4399639503583945,5.495827614504828,True,False,0.20521172638436483,LOW,2025Q3,small
XFOR,2025-09-17 11:03:30+00:00,SILENT,3.0999999046325684,0.019736823530408287,2397713.975572586,0.2000000461455329,-0.09677418114367398,0.3217391412515047,0001501697,35113000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,46089761.84480572,2025-11-02,0.7618394757220298,217049000.0,72723000.0,-85618000.0,-79199000.0,104171000.0,186290000.0,38958000.0,85618000.0,2.5350860800299,4.70926711947116,0.47994231717262,4.0418954783771515,False,False,7.663604464042205,0.4913616804737727,6.379797374659709,False,False,0.5,MID,2025Q3,small
TNXP,2025-09-17 11:05:17+00:00,SILENT,27.809999465942383,0.0036088193711187877,33505114.950180054,0.041352018720411055,-0.3466378847455246,-0.22315670011451583,0001430306,13107000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,149020232.0,2025-11-09,0.08795450003057304,207637000.0,44486000.0,-99844000.0,-124021000.0,32021000.0,245150000.0,138810000.0,99844000.0,2.0796141981491125,1.3933477167046686,0.15421625240202855,1.645078636033797,False,False,8.173245235187197,1.444200980524056,7.5251111122627785,False,True,0.5436893203883495,MID,2025Q3,small
RLMD,2025-09-17 11:30:55+00:00,POSITIVE,1.5299999713897705,0.013245020564786714,716374.0104675293,0.8562091289384841,-0.03921564960882995,1.5506756266945034,0001553643,,,,75013065.40346003,2025-11-02,,3496540.0,26879146.0,-45786988.0,0.0,7491458.0,86512013.0,59100200.0,45786988.0,0.07636536388897212,0.04661241320020392,2.142534619938568,1.1532925968921885,False,True,7.875136913237607,0.18469142269651062,5.855139821572191,True,False,0.3096774193548387,LOW,2025Q3,small
ROIV,2025-09-17 11:45:44+00:00,POSITIVE,15.039999961853027,-0.01570679157803201,90600993.30024719,0.22473405073230324,-0.035904252873847464,0.3240901025546985,0001635088,8260000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,13568860806.507166,2025-11-04,0.0006087467561048886,1478270000.0,681812000.0,-750349000.0,-299771000.0,251144000.0,4269255000.0,1293563000.0,750349000.0,1.9701099088557459,0.10894577084106219,0.16989048008821123,0.3146362145562441,False,False,10.13254338736381,1.177247835154093,7.957132959072525,False,False,0.9742765273311897,HIGH,2025Q3,large
ELTX,2025-09-17 12:16:34+00:00,SILENT,11.789999961853027,0.02521738798721973,898096.993637085,0.01738761020944346,-0.22154364038761398,0.42857139472318395,0001601485,,,,151129127.0,2025-11-03,,18563000.0,24903000.0,-36952000.0,-39571000.0,24226000.0,1636000.0,37714000.0,36952000.0,0.5023544057155228,0.12282873836755505,1.3050692237246135,0.010825179980031248,False,True,8.179348173646193,1.0715138036899137,5.953323242598951,False,False,0.27564102564102566,LOW,2025Q3,small
RZLT,2025-09-17 20:12:40+00:00,SILENT,7.699999809265137,-0.001297046541161806,6553791.053009033,0.30389613124045156,-0.05714280406265271,0.8183963335719018,0001509261,,,,163460458.06977654,2025-12-14,,11944000.0,61527000.0,-69100000.0,-74400000.0,10631000.0,127998000.0,79894000.0,69100000.0,0.1728509406657019,0.07306965942124946,0.8900703281982585,0.7830517637810691,False,True,8.213412711619963,0.8864907144146768,6.816492591155035,False,False,0.4281150159744409,MID,2025Q3,small
VVOS,2025-09-18 00:41:12+00:00,POSITIVE,3.509999990463257,-0.002840906397000853,421401.9919157028,0.028490001397228015,-0.2635327506636833,0.18518516734615953,0001716166,17443000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17561247.73585725,2025-11-16,0.9932665527167637,2029000.0,100000.0,-15263000.0,-21170000.0,26702000.0,-1490000.0,30436000.0,15263000.0,0.1329358579571513,0.11553848738533012,13.16017742730409,-0.08484590744413105,False,False,7.24455536951693,0.545307115285837,5.6246965841338605,False,False,0.13694267515923567,LOW,2025Q3,small
KAPA,2025-09-18 12:00:48+00:00,POSITIVE,1.2899999618530273,-0.03731348528365808,1955208.0384612083,0.06201553897755763,-0.20930231698508794,1.1236134244777487,0001962011,,,,22298653.882842064,2025-10-26,,4491000.0,2135000.0,-3441000.0,-5447000.0,992000.0,6341000.0,5572000.0,3441000.0,1.3051438535309503,0.20140229197672097,0.22088621687820084,0.28436694131026224,False,True,7.348278646505599,0.11058969745659783,6.2911929740842325,False,False,0.0031746031746031746,LOW,2025Q3,small
CTNM,2025-09-18 12:16:26+00:00,POSITIVE,12.5,0.00806454714081517,2308227.546596527,0.07919998168945308,-0.1872000122070312,1.7015248815490827,0001855175,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,305656644.802866,2025-10-29,0.0,75603000.0,51522000.0,-55312000.0,-59978000.0,15653000.0,260989000.0,68059000.0,55312000.0,1.366846253977437,0.24734616860287903,0.20704204859595518,0.8538633281416981,False,True,8.485233841545233,1.0969100130080565,6.363278619631054,False,False,0.35443037974683544,MID,2025Q3,mid
NKTR,2025-09-18 12:56:13+00:00,POSITIVE,58.7599983215332,0.0,47433805.71346283,0.11963925791022234,-0.09955749899974553,1.0178570270631933,0000906709,55232000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1134077528.3040276,2025-10-29,0.04870213774767011,15116000.0,117330000.0,-208511000.0,-164000000.0,190574000.0,89832000.0,195334000.0,208511000.0,0.07249497628422481,0.013328894738444768,12.607435829584546,0.07921151575443043,False,False,9.054642745001084,1.76908177471269,7.6760879704045815,False,False,0.7949526813880127,HIGH,2025Q3,mid
ALLR,2025-09-19 22:13:10+00:00,POSITIVE,1.559999942779541,0.012987000923330161,2015587.982404232,0.17948724414705297,-0.1410255881221082,0.5730337133378152,0001860657,320000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,18566937.441152573,2025-11-12,0.01723493715720386,14687000.0,6601000.0,-14820000.0,-11231000.0,8430000.0,9828000.0,12925000.0,14820000.0,0.9910256410256411,0.7910297563370409,0.5739769864506026,0.5293280074406235,False,True,7.268740274116952,0.19312458242463465,6.304401760285494,False,False,0.12578616352201258,LOW,2025Q3,small
AVTX,2025-09-22 11:01:39+00:00,SILENT,11.789999961853027,0.007692320859408852,1419882.4508666992,0.6463104249545266,-0.09245124309708441,1.4476985974304464,0001534120,59000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,211621410.04689026,2025-11-04,0.0002787997678823093,15858000.0,,-51458000.0,-78259000.0,33409000.0,83049000.0,72984000.0,51458000.0,0.3081736561856271,0.0749357071030112,2.106759994955228,0.39244138852301536,False,True,8.32555960379248,1.0715138036899137,6.152252391528769,True,False,0.3440514469453376,MID,2025Q3,small
IONS,2025-09-22 11:05:51+00:00,POSITIVE,61.5099983215332,0.002444551983207477,123889893.19038391,0.2098845748609397,-0.0078036019400815615,0.5417085876025596,0000874015,943711000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,11396472873.5,2025-10-22,0.08280728699792662,372260000.0,915619000.0,-268583000.0,-381387000.0,3034747000.0,489089000.0,1325395000.0,268583000.0,1.38601475149209,0.032664492262830636,8.152224251866974,0.042915821888829246,False,False,10.056770461108945,1.7889457151728474,8.093035878525543,False,False,0.842443729903537,HIGH,2025Q3,large
MIRA,2025-09-22 11:30:50+00:00,POSITIVE,1.3300000429153442,0.0,353376.99699401855,0.8421052395707784,-0.06015040626614199,0.06827312274812924,0001904286,,,,27650507.659295797,2025-11-11,,6346921.0,1719783.0,-4661669.0,-10442485.0,702068.0,10391537.0,10493112.0,4661669.0,1.3615125827252,0.22954084887718995,0.11061552522868963,0.3758172228894495,False,True,7.441703109297387,0.1238516549805421,5.5482382757771145,True,False,0.016025641025641024,LOW,2025Q3,small
MBX,2025-09-22 12:00:09+00:00,POSITIVE,19.989999771118164,-0.0005000114440918413,4188656.462240219,0.06518256685237955,-0.35267635174867806,0.8604651162790697,0001776111,,,,737721266.6038971,2025-11-02,,75289000.0,79159000.0,-79949000.0,-87000000.0,15921000.0,369223000.0,98055000.0,79949000.0,0.9417128419367347,0.10205616051519462,0.21146515427220444,0.5004911973050737,False,True,8.867892303230096,1.3008127891455248,6.622074742631093,False,True,0.49038461538461536,MID,2025Q3,mid
CERO,2025-09-22 20:10:46+00:00,POSITIVE,5.489999771118164,0.0,318181.49824142456,0.030783270640969862,-0.6703096505938664,-0.42513092550046183,0001870404,,,,72324.11838342994,2025-11-19,,1900000.0,6315552.0,-16100000.0,-19920262.0,9087596.0,-5446462.0,15300903.0,16100000.0,0.11801242236024845,26.270627868936536,4.782945263157894,-75.30630337068622,False,True,6.0,0.739572326344059,5.502674922497024,False,True,0.14469453376205788,LOW,2025Q3,small
PVLA,2025-09-24 10:01:02+00:00,SILENT,60.029998779296875,0.019704431263100286,6825980.006027222,0.31367653196669343,-0.04497746132177771,1.5968239406159164,0001583648,,,,869621428.5737228,2025-11-06,,57982000.0,22841000.0,-25006000.0,-41715000.0,31576000.0,27983000.0,38602000.0,25006000.0,2.318723506358474,0.06667498993797452,0.5445828015591045,0.03217836989814669,False,True,8.939330232776332,1.7783683345245456,6.834165011852851,False,False,0.1967741935483871,LOW,2025Q3,mid
QURE,2025-09-24 11:06:10+00:00,POSITIVE,50.43000030517578,0.06168421695106918,19742665.771579742,0.4178068524156193,-0.0767400140484944,2.3952824000799477,0001590560,16098000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,3287077767.927971,2025-10-22,0.004897359033323836,80240000.0,140673000.0,-177963000.0,-199000000.0,626007000.0,198901000.0,207815000.0,177963000.0,0.45088023915083475,0.024410739771021532,7.801682452642074,0.060509976959072204,False,False,9.516809979038259,1.7026889707872548,7.295405793304328,False,False,0.7516129032258064,HIGH,2025Q3,large
ALLR,2025-09-24 11:58:49+00:00,POSITIVE,1.600000023841858,-0.018404890477013436,2015587.982404232,0.12499995343387194,-0.16249999161809692,0.5673077452112252,0001860657,320000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,18566937.441152573,2025-11-12,0.01723493715720386,14687000.0,6601000.0,-14820000.0,-11231000.0,8430000.0,9828000.0,12925000.0,14820000.0,0.9910256410256411,0.7910297563370409,0.5739769864506026,0.5293280074406235,False,True,7.268740274116952,0.2041199891274168,6.304401760285494,False,False,0.12337662337662338,LOW,2025Q3,small
MAIA,2025-09-24 12:25:30+00:00,SILENT,1.5499999523162842,-0.03125004423782163,414041.9958770275,0.2709677994933528,-0.18709675533838444,-0.1666666356225801,0001878313,0.0,Revenues,CY2024,36952406.55732393,2025-11-09,0.0,0.0,453745.0,-18844598.0,-22396172.0,7328793.0,2375863.0,24269686.0,18844598.0,0.0,0.0,,0.06429521704667178,False,True,7.567642727454312,0.1903316848097915,5.617044393422019,False,False,0.15857605177993528,LOW,2025Q3,small
WVE,2025-09-24 12:30:22+00:00,POSITIVE,6.670000076293945,-0.008915296078676804,13839825.346159935,0.4617690987220193,-0.014992489278670473,0.03220859490204031,0001631574,42727000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1142628475.4817295,2025-10-22,0.037393606860695816,602068000.0,182779000.0,-187493000.0,-204378000.0,112268000.0,518357000.0,258110000.0,187493000.0,3.211149216237406,0.5269149272217897,0.18647063122437996,0.45365314371450605,False,False,9.057905042926427,0.824125838884171,7.141130609508196,False,False,0.7677419354838709,HIGH,2025Q3,mid
HRMY,2025-09-24 12:39:11+00:00,NEGATIVE,26.709999084472656,-0.0018685031383226525,26640365.99960327,0.15911644124580504,-0.0445525521339597,-0.16453321109151553,0001802665,868453000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1662692146.9530544,2025-10-30,0.5223173764256195,752502000.0,189594000.0,348199000.0,158687000.0,401413000.0,870218000.0,461642000.0,189594000.0,3.9690180068989527,0.4525804740095682,0.5334377848829638,0.5233789078722162,True,False,9.220811845577812,1.4266738731352449,7.425540187109232,False,False,0.7781350482315113,HIGH,2025Q3,large
ICU,2025-09-24 21:00:28+00:00,SILENT,6.510000228881836,-0.4749999653908503,819316.6571521759,0.1290322037200622,-0.2165899039440511,1.5567010025476868,0001831868,1234000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,145155893.87571335,2025-11-04,0.00850120492562697,6302000.0,7518000.0,-13599000.0,-12150000.0,3742000.0,10416000.0,13356000.0,13599000.0,0.46341642767850577,0.043415391767667066,0.5937797524595366,0.07175733428308793,False,False,8.16183467451652,0.8135810038373343,5.913451784391603,False,False,0.09415584415584416,LOW,2025Q3,small
IMUX,2025-09-25 11:01:02+00:00,MIXED,9.100000381469727,0.013363123090261775,1145034.3340873718,0.23076915821582,-0.1648352103250017,0.2594669562555083,0001280776,,,,787231710.0816107,2025-10-29,,15483000.0,81983000.0,-85806000.0,-97172000.0,30725000.0,-6673000.0,103228000.0,85806000.0,0.1804419271379624,0.019667652867279582,1.984434541109604,-0.00847653862838963,False,True,8.89610257937158,0.9590414105266094,6.058818509279512,False,False,0.511326860841424,MID,2025Q3,mid
NTLA,2025-09-25 20:19:06+00:00,POSITIVE,16.530000686645508,-0.004816370907066547,60020598.275756836,0.7090138431042543,-0.29643075430500565,0.5479963950576026,0001652130,67671000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1408391132.0351238,2025-10-29,0.04804844226916955,155464000.0,388861000.0,-394736000.0,-412694000.0,170733000.0,671394000.0,508661000.0,394736000.0,0.39384297353167685,0.11038410883442207,1.0982156640765708,0.47670990304364974,False,False,9.148723281862264,1.218272871611759,7.778300320088582,True,False,0.9225806451612903,HIGH,2025Q3,large
ORGO,2025-09-25 21:00:11+00:00,MIXED,4.679999828338623,0.0,3044054.9882888794,0.0,-0.17948716773083884,0.1555554587491137,0001661181,564169000.0,Revenues,CY2025,528996656.2084751,2025-10-29,1.0664887828282674,93679000.0,44542000.0,-10309000.0,37000000.0,164812000.0,300129000.0,519475000.0,10309000.0,9.087108351925503,0.17708807588961686,1.7593270636962393,0.5673551930387261,True,False,8.723452926865436,0.6702458371442971,6.483452493333336,False,False,0.05466237942122187,LOW,2025Q3,mid
CRNX,2025-09-25 21:36:34+00:00,POSITIVE,41.06999969482422,0.1443299078648026,47048434.44099426,0.1543705916654019,-0.02897488764430045,0.21908963106604395,0001658247,7696000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4175763588.3301163,2025-10-27,0.0018430162142099675,101536000.0,332058000.0,-377922000.0,-465300000.0,134174000.0,992083000.0,339893000.0,377922000.0,0.26866919628918134,0.024315552797040445,1.321442641033722,0.23758121814475924,False,False,9.62073590302341,1.6135246996265729,7.6725451766485175,False,False,0.9102564102564102,HIGH,2025Q3,large
HROW,2025-09-26 11:05:55+00:00,POSITIVE,49.540000915527344,0.05180472442577466,25096819.732284546,0.017157821122580463,-0.27775538720100557,0.4834645188699558,0001360214,272303000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1274353513.025299,2025-11-06,0.21367932619697977,72927000.0,20940000.0,43864000.0,-5139000.0,347391000.0,52446000.0,173854000.0,20940000.0,3.4826647564469915,0.057226663759000616,4.763544366284092,0.04115498522501332,False,False,9.10528992051057,1.6949560102758268,7.399618691193103,False,False,0.17891373801916932,LOW,2025Q3,large
SCLX,2025-09-26 20:10:51+00:00,SILENT,18.511831283569336,0.017802120729790705,5209530.313383102,0.003699952120084893,-0.5755129729635606,3.5927679168581417,0001820190,30253000.0,Revenues,CY2025,73389967.8279295,2025-11-06,0.4122225543269257,4955000.0,20710000.0,3816000.0,-374053000.0,576733000.0,-207781000.0,,20710000.0,0.2392563978754225,0.06751603995272921,116.3941473259334,-2.8311907764718525,False,False,7.8656366973173455,1.2674493834751794,6.7167985694605425,False,True,0.17834394904458598,LOW,2025Q3,small
ENTA,2025-09-29 10:51:36+00:00,POSITIVE,14.989999771118164,-0.011213725462072777,1837833.9617729187,0.006671139626192701,-0.33889259514825976,0.9816993017545799,0001177648,65324000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,231309120.33597565,2025-11-03,0.28240996250003947,37437000.0,106740000.0,-19272000.0,-81889000.0,202912000.0,126591000.0,150673000.0,19272000.0,1.9425591531755915,0.1618483523071762,5.420092421935518,0.5472806252348676,False,False,8.364192756996726,1.1758016262170508,6.2643062726958725,False,True,0.17434210526315788,LOW,2025Q3,mid
LRMR,2025-09-29 11:00:16+00:00,POSITIVE,3.3299999237060547,-0.014792955337853186,6254096.986937523,0.5006007002776252,-0.04804800332669101,0.05625002002343504,0001374690,,,,303845887.5187321,2025-11-10,,85412000.0,154224000.0,-113201000.0,-165673000.0,67757000.0,78085000.0,172497000.0,113201000.0,0.7545163028595153,0.2811030312027322,0.7932960239778953,0.25698883285095003,False,True,8.482653362651384,0.5224442235561577,6.796164611886956,True,False,0.5868852459016394,MID,2025Q3,mid
CLYM,2025-09-29 11:48:40+00:00,POSITIVE,1.9900000095367432,0.0,859919.0038919449,0.24120603857948053,-0.22613067614430438,0.5793650988878909,0001768446,,,,140949322.83000946,2025-10-29,,35685000.0,46713000.0,-54356000.0,-59851000.0,7269000.0,160475000.0,67883000.0,54356000.0,0.6565052616086541,0.25317610105184785,0.20369903320722993,1.1385297692670668,False,True,8.149062993709595,0.2988530784909905,5.934457546802451,False,False,0.3464052287581699,MID,2025Q3,small
KALA,2025-09-29 12:08:47+00:00,MIXED,89.0,-0.1295843520782396,5317331.75,0.09550561797752799,-0.5842696629213483,-0.6126893939393939,0001479419,0.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,267501613.28674316,2025-11-05,0.0,7557000.0,,-31991000.0,-26980000.0,2494000.0,6996000.0,39161000.0,31991000.0,0.23622268763089618,0.028250296912786917,0.33002514225221646,0.026153113299173913,False,True,8.427326405570023,1.9493900066449128,6.725693756928767,False,True,0.254071661237785,LOW,2025Q3,mid
ENTA,2025-09-29 12:20:18+00:00,MIXED,14.989999771118164,-0.011213725462072777,1837833.9617729187,0.006671139626192701,-0.33889259514825976,0.9816993017545799,0001177648,65324000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,231309120.33597565,2025-11-03,0.28240996250003947,37437000.0,106740000.0,-19272000.0,-81889000.0,202912000.0,126591000.0,150673000.0,19272000.0,1.9425591531755915,0.1618483523071762,5.420092421935518,0.5472806252348676,False,False,8.364192756996726,1.1758016262170508,6.2643062726958725,False,True,0.17207792207792208,LOW,2025Q3,mid
